ItemID,BillNo,Quantity,SellingDate,ItemName,SellingPriceDec
76,118,1,,"COKE MIX 600 ML",33
76,1234,1,"23","COKE MIX 600 ML",33
76,120,1,,"COKE MIX 600 ML",33
76,130,1,,"COKE MIX 600 ML",33
76,132,1,,"COKE MIX 600 ML",33
76,134,1,,"COKE MIX 600 ML",33
76,135,1,,"COKE MIX 600 ML",33
76,138,1,,"COKE MIX 600 ML",33
76,2157,1,"00","COKE MIX 600 ML",33
76,141,1,,"COKE MIX 600 ML",33
76,1292,1,"23","COKE MIX 600 ML",33
76,1294,1,"23","COKE MIX 600 ML",33
76,142,1,,"COKE MIX 600 ML",33
76,1309,1,"23","COKE MIX 600 ML",33
76,1323,1,"23","COKE MIX 600 ML",33
76,1331,1,"23","COKE MIX 600 ML",33
76,143,2,,"COKE MIX 600 ML",33
76,1745,1,"00","COKE MIX 600 ML",33
76,1557,1,"00","COKE MIX 600 ML",33
76,1559,1,"00","COKE MIX 600 ML",33
76,1744,1,"00","COKE MIX 600 ML",33
76,1563,1,"00","COKE MIX 600 ML",33
76,1567,1,"00","COKE MIX 600 ML",33
76,1569,2,"00","COKE MIX 600 ML",33
76,958,1,,"COKE MIX 600 ML",33
76,341,1,"20","COKE MIX 600 ML",33
76,1570,1,"00","COKE MIX 600 ML",33
76,321,1,"20","COKE MIX 600 ML",33
76,298,2,"20","COKE MIX 600 ML",33
76,293,1,"20","COKE MIX 600 ML",33
76,145,1,,"COKE MIX 600 ML",33
76,291,1,"20","COKE MIX 600 ML",33
76,287,1,"20","COKE MIX 600 ML",33
76,1718,1,"01","COKE MIX 600 ML",33
76,947,1,,"COKE MIX 600 ML",33
76,279,2,"20","COKE MIX 600 ML",33
76,1734,1,"01","COKE MIX 600 ML",33
76,1738,1,"01","COKE MIX 600 ML",33
76,278,1,"20","COKE MIX 600 ML",33
76,1744,1,"01","COKE MIX 600 ML",33
76,1749,1,"01","COKE MIX 600 ML",33
76,941,1,,"COKE MIX 600 ML",33
76,1756,1,"01","COKE MIX 600 ML",33
76,287,1,"17","COKE MIX 600 ML",33
76,274,1,"20","COKE MIX 600 ML",33
76,1772,1,"01","COKE MIX 600 ML",33
76,1527,1,"23","COKE MIX 600 ML",33
76,1777,1,"01","COKE MIX 600 ML",33
76,935,1,,"COKE MIX 600 ML",33
76,264,2,"18","COKE MIX 600 ML",33
76,147,1,,"COKE MIX 600 ML",33
76,2152,1,"00","COKE MIX 600 ML",33
76,825,1,"21","COKE MIX 600 ML",33
76,2133,1,"00","COKE MIX 600 ML",33
76,295,1,"20","COKE MIX 600 ML",33
76,260,1,"18","COKE MIX 600 ML",33
76,925,1,,"COKE MIX 600 ML",33
76,300,1,"17","COKE MIX 600 ML",33
76,924,1,,"COKE MIX 600 ML",33
76,305,1,"17","COKE MIX 600 ML",33
76,837,1,"21","COKE MIX 600 ML",33
76,920,2,,"COKE MIX 600 ML",33
76,2107,1,"00","COKE MIX 600 ML",33
76,918,1,,"COKE MIX 600 ML",33
76,1117,1,"23","COKE MIX 600 ML",33
76,170,1,,"COKE MIX 600 ML",33
76,849,1,"21","COKE MIX 600 ML",33
76,1705,1,"00","COKE MIX 600 ML",33
76,495,1,"21","COKE MIX 600 ML",33
76,849,1,"21","COKE MIX 600 ML",33
76,180,1,,"COKE MIX 600 ML",33
76,856,1,,"COKE MIX 600 ML",33
76,850,1,"21","COKE MIX 600 ML",33
76,182,1,,"COKE MIX 600 ML",33
76,2014,1,"01","COKE MIX 600 ML",33
76,481,1,"21","COKE MIX 600 ML",33
76,853,1,,"COKE MIX 600 ML",33
76,2083,1,"00","COKE MIX 600 ML",33
76,1116,1,"22","COKE MIX 600 ML",33
76,1129,1,"22","COKE MIX 600 ML",33
76,470,1,"21","COKE MIX 600 ML",33
76,468,1,"21","COKE MIX 600 ML",33
76,1137,1,"22","COKE MIX 600 ML",33
76,1138,1,"22","COKE MIX 600 ML",33
76,2015,1,"01","COKE MIX 600 ML",33
76,2016,1,"01","COKE MIX 600 ML",33
76,2016,1,"01","COKE MIX 600 ML",33
76,1158,1,"23","COKE MIX 600 ML",33
76,1167,1,"23","COKE MIX 600 ML",33
76,332,1,"18","COKE MIX 600 ML",33
76,332,1,"18","COKE MIX 600 ML",33
76,1692,1,"00","COKE MIX 600 ML",33
76,716,1,,"COKE MIX 600 ML",33
76,2019,1,"01","COKE MIX 600 ML",33
76,1349,1,"23","COKE MIX 600 ML",33
76,906,1,,"COKE MIX 600 ML",33
76,905,1,,"COKE MIX 600 ML",33
76,904,1,,"COKE MIX 600 ML",33
76,1358,1,"23","COKE MIX 600 ML",33
76,1688,1,"00","COKE MIX 600 ML",33
76,1361,1,"23","COKE MIX 600 ML",33
76,461,1,"21","COKE MIX 600 ML",33
76,335,1,"18","COKE MIX 600 ML",33
76,1368,1,"23","COKE MIX 600 ML",33
76,1372,1,"23","COKE MIX 600 ML",33
76,1373,1,"23","COKE MIX 600 ML",33
76,359,1,"20","COKE MIX 600 ML",33
76,1382,1,"23","COKE MIX 600 ML",33
76,1383,1,"23","COKE MIX 600 ML",33
76,455,1,"21","COKE MIX 600 ML",33
76,360,2,"20","COKE MIX 600 ML",33
76,627,1,"21","COKE MIX 600 ML",33
76,1560,2,"23","COKE MIX 600 ML",33
76,448,1,"21","COKE MIX 600 ML",33
76,446,1,"21","COKE MIX 600 ML",33
76,2022,1,"01","COKE MIX 600 ML",33
76,383,1,"20","COKE MIX 600 ML",33
76,1681,1,"00","COKE MIX 600 ML",33
76,387,1,"20","COKE MIX 600 ML",33
76,443,1,"21","COKE MIX 600 ML",33
76,392,1,"20","COKE MIX 600 ML",33
76,399,1,"20","COKE MIX 600 ML",33
76,862,1,"22","COKE MIX 600 ML",33
76,399,1,"20","COKE MIX 600 ML",33
76,700,1,"21","COKE MIX 600 ML",33
76,706,1,"21","COKE MIX 600 ML",33
76,2073,1,"00","COKE MIX 600 ML",33
76,722,1,"21","COKE MIX 600 ML",33
76,416,1,"20","COKE MIX 600 ML",33
76,1399,1,"23","COKE MIX 600 ML",33
76,1400,1,"23","COKE MIX 600 ML",33
76,1401,1,"23","COKE MIX 600 ML",33
76,628,2,"21","COKE MIX 600 ML",33
76,2034,1,"01","COKE MIX 600 ML",33
76,730,1,"21","COKE MIX 600 ML",33
76,737,1,"21","COKE MIX 600 ML",33
76,745,1,"21","COKE MIX 600 ML",33
76,1420,1,"23","COKE MIX 600 ML",33
76,535,1,"21","COKE MIX 600 ML",33
76,1783,1,"01","COKE MIX 600 ML",33
76,1793,1,"01","COKE MIX 600 ML",33
76,750,1,"21","COKE MIX 600 ML",33
76,1802,1,"01","COKE MIX 600 ML",33
76,650,1,"21","COKE MIX 600 ML",33
76,532,2,"21","COKE MIX 600 ML",33
76,1799,1,"01","COKE MIX 600 ML",33
76,1800,1,"01","COKE MIX 600 ML",33
76,2038,1,"01","COKE MIX 600 ML",33
76,1806,1,"01","COKE MIX 600 ML",33
76,759,1,"21","COKE MIX 600 ML",33
76,1628,1,"00","COKE MIX 600 ML",33
76,1821,1,"01","COKE MIX 600 ML",33
76,1595,1,"00","COKE MIX 600 ML",33
76,1602,1,"00","COKE MIX 600 ML",33
76,1032,1,,"COKE MIX 600 ML",33
76,1622,1,"00","COKE MIX 600 ML",33
76,1625,1,"00","COKE MIX 600 ML",33
76,1627,1,"00","COKE MIX 600 ML",33
76,1033,1,,"COKE MIX 600 ML",33
76,1641,1,"00","COKE MIX 600 ML",33
76,1643,1,"00","COKE MIX 600 ML",33
76,815,1,"22","COKE MIX 600 ML",33
76,1619,1,"00","COKE MIX 600 ML",33
76,1418,1,"23","COKE MIX 600 ML",33
76,1650,1,"00","COKE MIX 600 ML",33
76,513,2,"20","COKE MIX 600 ML",33
76,496,1,"20","COKE MIX 600 ML",33
76,818,1,"22","COKE MIX 600 ML",33
76,1660,1,"00","COKE MIX 600 ML",33
76,1427,1,"23","COKE MIX 600 ML",33
76,504,2,"20","COKE MIX 600 ML",33
76,1671,1,"00","COKE MIX 600 ML",33
76,1678,1,"00","COKE MIX 600 ML",33
76,1653,1,"00","COKE MIX 600 ML",33
76,500,1,"20","COKE MIX 600 ML",33
76,1183,1,"23","COKE MIX 600 ML",33
76,1257,2,"23","COKE MIX 600 ML",33
76,1388,1,"00","COKE MIX 600 ML",33
76,1390,1,"00","COKE MIX 600 ML",33
76,1188,1,"23","COKE MIX 600 ML",33
76,1391,1,"00","COKE MIX 600 ML",33
76,825,1,"22","COKE MIX 600 ML",33
76,832,1,"22","COKE MIX 600 ML",33
76,1210,1,"23","COKE MIX 600 ML",33
76,492,1,"20","COKE MIX 600 ML",33
76,1220,1,"23","COKE MIX 600 ML",33
76,1223,1,"23","COKE MIX 600 ML",33
76,1225,1,"23","COKE MIX 600 ML",33
76,1393,1,"00","COKE MIX 600 ML",33
76,1660,1,"00","COKE MIX 600 ML",33
76,1042,1,,"COKE MIX 600 ML",33
76,490,1,"20","COKE MIX 600 ML",33
76,1260,1,"23","COKE MIX 600 ML",33
76,1760,1,"01","COKE MIX 600 ML",33
76,834,1,"22","COKE MIX 600 ML",33
76,1757,1,"01","COKE MIX 600 ML",33
76,856,1,"22","COKE MIX 600 ML",33
76,1668,1,"00","COKE MIX 600 ML",33
76,594,1,"20","COKE MIX 600 ML",33
76,595,1,"20","COKE MIX 600 ML",33
76,1669,1,"00","COKE MIX 600 ML",33
76,1415,1,"00","COKE MIX 600 ML",33
76,1755,1,"01","COKE MIX 600 ML",33
76,459,1,"20","COKE MIX 600 ML",33
76,607,1,"20","COKE MIX 600 ML",33
76,1753,1,"01","COKE MIX 600 ML",33
76,866,3,"22","COKE MIX 600 ML",33
76,610,1,"20","COKE MIX 600 ML",33
76,614,1,"20","COKE MIX 600 ML",33
76,619,1,"21","COKE MIX 600 ML",33
76,620,1,"21","COKE MIX 600 ML",33
76,878,1,"22","COKE MIX 600 ML",33
76,626,1,"21","COKE MIX 600 ML",33
76,439,1,"20","COKE MIX 600 ML",33
76,881,1,"22","COKE MIX 600 ML",33
76,435,1,"20","COKE MIX 600 ML",33
76,1271,1,"23","COKE MIX 600 ML",33
76,1693,1,"00","COKE MIX 600 ML",33
76,1427,1,"23","COKE MIX 600 ML",33
76,1434,1,"23","COKE MIX 600 ML",33
76,1276,1,"23","COKE MIX 600 ML",33
76,1444,1,"23","COKE MIX 600 ML",33
76,815,1,"22","COKE MIX 600 ML",33
76,1449,1,"23","COKE MIX 600 ML",33
76,1463,1,"23","COKE MIX 600 ML",33
76,886,1,"22","COKE MIX 600 ML",33
76,1465,1,"23","COKE MIX 600 ML",33
76,1466,1,"23","COKE MIX 600 ML",33
76,1468,1,"23","COKE MIX 600 ML",33
76,1470,1,"23","COKE MIX 600 ML",33
76,2048,1,"01","COKE MIX 600 ML",33
76,1744,1,"00","COKE MIX 600 ML",33
76,821,1,"22","COKE MIX 600 ML",33
76,1478,1,"23","COKE MIX 600 ML",33
76,1479,1,"23","COKE MIX 600 ML",33
76,1106,1,"23","COKE MIX 600 ML",33
76,1502,1,"23","COKE MIX 600 ML",33
76,1504,1,"23","COKE MIX 600 ML",33
76,1507,1,"23","COKE MIX 600 ML",33
76,891,1,"22","COKE MIX 600 ML",33
76,1512,1,"23","COKE MIX 600 ML",33
76,1513,1,"23","COKE MIX 600 ML",33
76,1515,1,"23","COKE MIX 600 ML",33
76,1535,1,"23","COKE MIX 600 ML",33
76,137,1,"17","COKE MIX 600 ML",33
76,1546,1,"23","COKE MIX 600 ML",33
76,1547,1,"23","COKE MIX 600 ML",33
76,1068,1,"23","COKE MIX 600 ML",33
76,2062,1,"01","COKE MIX 600 ML",33
76,896,1,"22","COKE MIX 600 ML",33
76,1045,1,,"COKE MIX 600 ML",33
76,1074,1,"23","COKE MIX 600 ML",33
76,126,1,"17","COKE MIX 600 ML",33
76,1823,1,"01","COKE MIX 600 ML",33
76,1110,1,"23","COKE MIX 600 ML",33
76,1709,1,"00","COKE MIX 600 ML",33
76,123,1,"17","COKE MIX 600 ML",33
76,1288,1,"23","COKE MIX 600 ML",33
76,1083,1,"23","COKE MIX 600 ML",33
76,1111,1,"23","COKE MIX 600 ML",33
76,1713,1,"00","COKE MIX 600 ML",33
76,1827,1,"01","COKE MIX 600 ML",33
76,1830,1,"01","COKE MIX 600 ML",33
76,1112,1,"23","COKE MIX 600 ML",33
76,1113,1,"23","COKE MIX 600 ML",33
76,1237,1,"23","COKE MIX 600 ML",33
76,114,1,"17","COKE MIX 600 ML",33
76,304,1,"20","COKE MIX 600 ML",33
76,1242,1,"23","COKE MIX 600 ML",33
76,1244,1,"23","COKE MIX 600 ML",33
76,1258,1,"23","COKE MIX 600 ML",33
76,1471,1,"23","COKE MIX 600 ML",33
76,2085,1,"01","COKE MIX 600 ML",33
76,1269,1,"23","COKE MIX 600 ML",33
76,3,1,"17","COKE MIX 600 ML",33
76,2088,1,"01","COKE MIX 600 ML",33
76,1273,1,"23","COKE MIX 600 ML",33
76,1139,1,"23","COKE MIX 600 ML",33
76,1284,2,"23","COKE MIX 600 ML",33
76,2091,1,"01","COKE MIX 600 ML",33
76,1295,1,"23","COKE MIX 600 ML",33
76,2,1,"17","COKE MIX 600 ML",33
76,1297,1,"23","COKE MIX 600 ML",33
76,1137,1,"23","COKE MIX 600 ML",33
76,1132,1,"23","COKE MIX 600 ML",33
76,1566,1,"23","COKE MIX 600 ML",33
76,597,1,"21","COKE MIX 600 ML",33
76,84,1,"17","COKE MIX 600 ML",33
76,1327,1,"23","COKE MIX 600 ML",33
76,1328,1,"23","COKE MIX 600 ML",33
76,81,1,"17","COKE MIX 600 ML",33
76,1898,1,"00","COKE MIX 600 ML",33
76,1575,1,"23","COKE MIX 600 ML",33
76,1895,1,"00","COKE MIX 600 ML",33
76,1577,1,"23","COKE MIX 600 ML",33
76,1475,1,"23","COKE MIX 600 ML",33
76,2287,1,"01","COKE MIX 600 ML",33
76,1358,1,"23","COKE MIX 600 ML",33
76,580,1,"21","COKE MIX 600 ML",33
76,1359,1,"23","COKE MIX 600 ML",33
76,2285,1,"01","COKE MIX 600 ML",33
76,2280,1,"01","COKE MIX 600 ML",33
76,1463,1,"23","COKE MIX 600 ML",33
76,1470,1,"23","COKE MIX 600 ML",33
76,573,1,"21","COKE MIX 600 ML",33
76,1946,1,"00","COKE MIX 600 ML",33
76,1944,2,"00","COKE MIX 600 ML",33
76,1435,1,"00","COKE MIX 600 ML",33
76,1436,1,"00","COKE MIX 600 ML",33
76,2171,1,"01","COKE MIX 600 ML",33
76,572,1,"21","COKE MIX 600 ML",33
76,1480,1,"23","COKE MIX 600 ML",33
76,1481,1,"23","COKE MIX 600 ML",33
76,566,1,"21","COKE MIX 600 ML",33
76,61,1,"17","COKE MIX 600 ML",33
76,1485,1,"23","COKE MIX 600 ML",33
76,561,1,"21","COKE MIX 600 ML",33
76,546,1,"21","COKE MIX 600 ML",33
76,2163,1,"01","COKE MIX 600 ML",33
76,533,1,"21","COKE MIX 600 ML",33
76,2159,1,"01","COKE MIX 600 ML",33
76,770,1,"22","COKE MIX 600 ML",33
76,772,1,"22","COKE MIX 600 ML",33
76,2197,1,"01","COKE MIX 600 ML",33
76,2193,1,"01","COKE MIX 600 ML",33
76,775,1,"22","COKE MIX 600 ML",33
76,2131,1,"01","COKE MIX 600 ML",33
76,526,1,"21","COKE MIX 600 ML",33
76,804,1,"22","COKE MIX 600 ML",33
76,2136,1,"01","COKE MIX 600 ML",33
76,832,1,"22","COKE MIX 600 ML",33
76,1456,1,"00","COKE MIX 600 ML",33
76,1350,1,"23","COKE MIX 600 ML",33
76,835,1,"22","COKE MIX 600 ML",33
76,836,1,"22","COKE MIX 600 ML",33
76,1457,1,"00","COKE MIX 600 ML",33
76,839,1,"22","COKE MIX 600 ML",33
76,518,1,"21","COKE MIX 600 ML",33
76,2124,1,"01","COKE MIX 600 ML",33
76,848,2,"22","COKE MIX 600 ML",33
76,1732,1,"00","COKE MIX 600 ML",33
76,860,1,"22","COKE MIX 600 ML",33
76,1730,1,"00","COKE MIX 600 ML",33
76,2118,1,"01","COKE MIX 600 ML",33
76,439,1,"20","COKE MIX 600 ML",33
76,1357,1,"23","COKE MIX 600 ML",33
76,1728,1,"00","COKE MIX 600 ML",33
76,879,1,"22","COKE MIX 600 ML",33
76,1581,1,"23","COKE MIX 600 ML",33
76,2125,1,"01","COKE MIX 600 ML",33
76,897,1,,"COKE MIX 600 ML",33
76,1584,1,"23","COKE MIX 600 ML",33
76,1726,1,"00","COKE MIX 600 ML",33
76,22,1,"17","COKE MIX 600 ML",33
76,1362,1,"23","COKE MIX 600 ML",33
76,775,1,"22","COKE MIX 600 ML",33
76,2069,1,"01","COKE MIX 600 ML",33
76,398,1,"20","COKE MIX 600 ML",33
76,1367,1,"00","COKE MIX 600 ML",33
76,799,1,"22","COKE MIX 600 ML",33
76,1710,1,"00","COKE MIX 600 ML",33
76,1708,1,"00","COKE MIX 600 ML",33
76,1707,1,"00","COKE MIX 600 ML",33
76,1705,1,"00","COKE MIX 600 ML",33
76,1660,1,"00","COKE MIX 600 ML",33
76,391,1,"20","COKE MIX 600 ML",33
76,1655,1,"00","COKE MIX 600 ML",33
76,881,1,,"COKE MIX 600 ML",33
76,369,2,"20","COKE MIX 600 ML",33
76,878,1,,"COKE MIX 600 ML",33
76,1912,1,"00","COKE MIX 600 ML",33
76,1650,1,"00","COKE MIX 600 ML",33
76,827,1,"22","COKE MIX 600 ML",33
76,156,1,"17","COKE MIX 600 ML",33
76,834,1,"22","COKE MIX 600 ML",33
76,1386,1,"00","COKE MIX 600 ML",33
76,845,1,,"COKE MIX 600 ML",33
76,210,1,"17","COKE MIX 600 ML",33
76,841,1,,"COKE MIX 600 ML",33
76,1393,4,"23","COKE MIX 600 ML",33
76,1388,1,"00","COKE MIX 600 ML",33
76,842,1,"22","COKE MIX 600 ML",33
76,5,1,"17","COKE MIX 600 ML",33
76,1641,1,"00","COKE MIX 600 ML",33
76,848,1,"22","COKE MIX 600 ML",33
76,1640,1,"00","COKE MIX 600 ML",33
76,1402,1,"23","COKE MIX 600 ML",33
76,830,1,,"COKE MIX 600 ML",33
76,853,1,"22","COKE MIX 600 ML",33
76,827,1,,"COKE MIX 600 ML",33
76,1638,1,"00","COKE MIX 600 ML",33
76,354,1,"20","COKE MIX 600 ML",33
76,1634,1,"23","COKE MIX 600 ML",33
76,1623,1,"23","COKE MIX 600 ML",33
76,823,1,,"COKE MIX 600 ML",33
76,2049,1,"01","COKE MIX 600 ML",33
76,538,1,"21","COKE MIX 600 ML",33
76,2043,1,"01","COKE MIX 600 ML",33
76,2042,1,"01","COKE MIX 600 ML",33
76,188,1,"17","COKE MIX 600 ML",33
76,1889,1,"00","COKE MIX 600 ML",33
76,2041,1,"01","COKE MIX 600 ML",33
76,816,1,,"COKE MIX 600 ML",33
76,1418,1,"23","COKE MIX 600 ML",33
76,381,1,"20","COKE MIX 600 ML",33
76,2040,1,"01","COKE MIX 600 ML",33
76,812,1,,"COKE MIX 600 ML",33
76,368,1,"20","COKE MIX 600 ML",33
76,1885,1,"00","COKE MIX 600 ML",33
76,196,1,"17","COKE MIX 600 ML",33
76,361,1,"20","COKE MIX 600 ML",33
76,358,1,"20","COKE MIX 600 ML",33
76,1440,1,"00","COKE MIX 600 ML",33
76,1453,1,"00","COKE MIX 600 ML",33
76,1868,1,"00","COKE MIX 600 ML",33
76,350,1,"20","COKE MIX 600 ML",33
76,635,1,"21","COKE MIX 600 ML",33
76,800,1,,"COKE MIX 600 ML",33
76,2035,1,"01","COKE MIX 600 ML",33
76,2034,1,"01","COKE MIX 600 ML",33
76,638,1,"21","COKE MIX 600 ML",33
76,1432,1,"23","COKE MIX 600 ML",33
76,1464,1,"00","COKE MIX 600 ML",33
76,1435,1,"23","COKE MIX 600 ML",33
76,782,1,,"COKE MIX 600 ML",33
76,1888,1,"00","COKE MIX 600 ML",33
76,647,1,"21","COKE MIX 600 ML",33
76,338,1,"20","COKE MIX 600 ML",33
76,777,1,,"COKE MIX 600 ML",33
76,1882,1,"00","COKE MIX 600 ML",33
76,652,1,"21","COKE MIX 600 ML",33
76,2028,1,"01","COKE MIX 600 ML",33
76,655,1,"21","COKE MIX 600 ML",33
76,332,1,"20","COKE MIX 600 ML",33
76,773,1,,"COKE MIX 600 ML",33
76,1483,1,"00","COKE MIX 600 ML",33
76,771,1,,"COKE MIX 600 ML",33
76,770,1,,"COKE MIX 600 ML",33
76,769,1,,"COKE MIX 600 ML",33
76,662,1,"21","COKE MIX 600 ML",33
76,1440,3,"23","COKE MIX 600 ML",33
76,766,1,,"COKE MIX 600 ML",33
76,2027,1,"01","COKE MIX 600 ML",33
76,1444,1,"23","COKE MIX 600 ML",33
76,1874,1,"00","COKE MIX 600 ML",33
76,1511,1,"00","COKE MIX 600 ML",33
76,745,1,,"COKE MIX 600 ML",33
76,1513,1,"00","COKE MIX 600 ML",33
76,2018,1,"01","COKE MIX 600 ML",33
76,1864,1,"00","COKE MIX 600 ML",33
76,2017,1,"01","COKE MIX 600 ML",33
76,739,1,,"COKE MIX 600 ML",33
76,737,1,,"COKE MIX 600 ML",33
76,188,1,,"COKE MIX 600 ML",33
76,2016,1,"01","COKE MIX 600 ML",33
76,799,1,"21","COKE MIX 600 ML",33
76,1857,1,"00","COKE MIX 600 ML",33
76,2013,1,"01","COKE MIX 600 ML",33
76,732,1,,"COKE MIX 600 ML",33
76,241,1,"20","COKE MIX 600 ML",33
76,1855,1,"00","COKE MIX 600 ML",33
76,729,1,,"COKE MIX 600 ML",33
76,1461,1,"23","COKE MIX 600 ML",33
76,690,1,"21","COKE MIX 600 ML",33
76,805,1,"21","COKE MIX 600 ML",33
76,2011,1,"01","COKE MIX 600 ML",33
76,707,1,"21","COKE MIX 600 ML",33
76,1851,1,"00","COKE MIX 600 ML",33
76,2069,1,"00","COKE MIX 600 ML",33
76,1550,1,"00","COKE MIX 600 ML",33
76,135,2,"17","COKE MIX 600 ML",33
76,1552,1,"00","COKE MIX 600 ML",33
76,719,1,,"COKE MIX 600 ML",33
76,1471,1,"23","COKE MIX 600 ML",33
76,715,1,,"COKE MIX 600 ML",33
76,1472,1,"23","COKE MIX 600 ML",33
76,714,1,,"COKE MIX 600 ML",33
76,814,1,"21","COKE MIX 600 ML",33
76,817,1,"21","COKE MIX 600 ML",33
76,713,1,,"COKE MIX 600 ML",33
76,1511,1,"23","COKE MIX 600 ML",33
76,711,1,,"COKE MIX 600 ML",33
76,1515,1,"23","COKE MIX 600 ML",33
76,1480,1,"23","COKE MIX 600 ML",33
76,1480,1,"23","COKE MIX 600 ML",33
76,126,1,"17","COKE MIX 600 ML",33
76,727,1,"21","COKE MIX 600 ML",33
76,728,1,"21","COKE MIX 600 ML",33
76,1482,1,"23","COKE MIX 600 ML",33
76,1838,1,"00","COKE MIX 600 ML",33
76,1060,1,,"COKE MIX 600 ML",33
76,1837,4,"00","COKE MIX 600 ML",33
76,1833,1,"00","COKE MIX 600 ML",33
76,1539,2,"23","COKE MIX 600 ML",33
76,742,1,"21","COKE MIX 600 ML",33
76,744,3,"21","COKE MIX 600 ML",33
76,745,1,"21","COKE MIX 600 ML",33
76,901,1,"22","COKE MIX 600 ML",33
76,1824,1,"00","COKE MIX 600 ML",33
76,1823,1,"00","COKE MIX 600 ML",33
76,753,1,"21","COKE MIX 600 ML",33
76,551,1,"21","COKE MIX 600 ML",33
76,214,1,,"COKE MIX 600 ML",33
76,99,1,"17","COKE MIX 600 ML",33
76,1548,1,"23","COKE MIX 600 ML",33
76,1506,1,"23","COKE MIX 600 ML",33
76,1617,1,"23","COKE MIX 600 ML",33
76,902,1,"22","COKE MIX 600 ML",33
76,1816,1,"00","COKE MIX 600 ML",33
76,434,1,"20","COKE MIX 600 ML",33
76,1569,1,"23","COKE MIX 600 ML",33
76,1558,1,"23","COKE MIX 600 ML",33
76,1616,1,"23","COKE MIX 600 ML",33
76,433,1,"20","COKE MIX 600 ML",33
76,224,1,,"COKE MIX 600 ML",33
76,1812,1,"00","COKE MIX 600 ML",33
76,1605,1,"23","COKE MIX 600 ML",33
76,1544,1,"00","COKE MIX 600 ML",33
76,417,1,"20","COKE MIX 600 ML",33
76,1617,1,"23","COKE MIX 600 ML",33
76,1563,1,"23","COKE MIX 600 ML",33
76,1548,1,"00","COKE MIX 600 ML",33
76,412,1,"20","COKE MIX 600 ML",33
76,1552,1,"00","COKE MIX 600 ML",33
76,411,1,"20","COKE MIX 600 ML",33
76,403,1,"20","COKE MIX 600 ML",33
76,1558,1,"00","COKE MIX 600 ML",33
76,1565,1,"23","COKE MIX 600 ML",33
76,834,1,"22","COKE MIX 600 ML",33
76,225,1,,"COKE MIX 600 ML",33
76,1573,1,"00","COKE MIX 600 ML",33
76,362,1,"20","COKE MIX 600 ML",33
76,1579,1,"00","COKE MIX 600 ML",33
76,111,1,"17","COKE MIX 600 ML",33
76,354,1,"20","COKE MIX 600 ML",33
76,1806,1,"00","COKE MIX 600 ML",33
76,1806,1,"00","COKE MIX 600 ML",33
76,1584,1,"00","COKE MIX 600 ML",33
76,340,1,"20","COKE MIX 600 ML",33
76,332,1,"20","COKE MIX 600 ML",33
76,509,1,"21","COKE MIX 600 ML",33
76,1571,1,"23","COKE MIX 600 ML",33
76,1576,1,"23","COKE MIX 600 ML",33
76,506,1,"21","COKE MIX 600 ML",33
76,1802,1,"00","COKE MIX 600 ML",33
76,1605,1,"00","COKE MIX 600 ML",33
76,455,1,"20","COKE MIX 600 ML",33
76,913,1,"22","COKE MIX 600 ML",33
76,952,1,"22","COKE MIX 600 ML",33
76,1063,2,,"COKE MIX 600 ML",33
76,920,1,"22","COKE MIX 600 ML",33
76,437,1,"20","COKE MIX 600 ML",33
76,923,1,"22","COKE MIX 600 ML",33
76,949,1,"22","COKE MIX 600 ML",33
76,924,1,"22","COKE MIX 600 ML",33
76,1583,1,"23","COKE MIX 600 ML",33
76,1584,1,"23","COKE MIX 600 ML",33
76,422,1,"20","COKE MIX 600 ML",33
76,947,1,"22","COKE MIX 600 ML",33
76,231,4,,"COKE MIX 600 ML",33
76,938,1,"22","COKE MIX 600 ML",33
76,420,1,"20","COKE MIX 600 ML",33
76,841,1,"22","COKE MIX 600 ML",33
76,1794,2,"00","COKE MIX 600 ML",33
76,842,1,"22","COKE MIX 600 ML",33
76,1793,2,"00","COKE MIX 600 ML",33
76,394,1,"20","COKE MIX 600 ML",33
76,955,1,"22","COKE MIX 600 ML",33
76,224,1,"18","COKE MIX 600 ML",33
76,242,1,,"COKE MIX 600 ML",33
76,203,1,"17","COKE MIX 600 ML",33
76,393,1,"20","COKE MIX 600 ML",33
76,915,1,"22","COKE MIX 600 ML",33
76,1788,1,"00","COKE MIX 600 ML",33
76,209,1,"17","COKE MIX 600 ML",33
76,213,1,"17","COKE MIX 600 ML",33
76,388,1,"20","COKE MIX 600 ML",33
76,963,1,"22","COKE MIX 600 ML",33
76,964,3,"22","COKE MIX 600 ML",33
76,230,1,"17","COKE MIX 600 ML",33
76,1075,1,,"COKE MIX 600 ML",33
76,252,1,"17","COKE MIX 600 ML",33
76,971,1,"22","COKE MIX 600 ML",33
76,972,1,"22","COKE MIX 600 ML",33
76,994,1,"22","COKE MIX 600 ML",33
76,267,1,"17","COKE MIX 600 ML",33
76,245,1,,"COKE MIX 600 ML",33
76,906,1,"22","COKE MIX 600 ML",33
76,998,1,"22","COKE MIX 600 ML",33
76,925,1,"22","COKE MIX 600 ML",33
76,921,1,"22","COKE MIX 600 ML",33
76,1004,1,"22","COKE MIX 600 ML",33
76,848,1,"22","COKE MIX 600 ML",33
76,908,1,"22","COKE MIX 600 ML",33
76,909,1,"22","COKE MIX 600 ML",33
76,1772,1,"00","COKE MIX 600 ML",33
