BillNo,ItemID,Quantity,SellingDate,SellingPrice,StudentID,TransactionID,final_rating
1,2,1,18-08-20 17:24,8,F4805,3,5
1,2,2,19-08-20 17:05,8,F3199,1,5
1,2,2,20-08-20 17:02,8,F2801,1,2
1,2,4,21-08-20 16:56,8,F6770,3,2
1,16,1,14-08-20 17:18,5,F0000,2,3
1,16,2,15-08-20 17:42,5,F0000,1,4
1,16,2,16-08-20 17:17,5,F0000,1,5
1,18,1,24-08-20 17:09,55,F3556,1,1
1,18,1,28-08-20 16:52,55,F3871,3,4
1,21,1,18-08-20 17:24,30,F4805,1,2
1,25,1,29-08-20 17:24,10,F4703,2,1
1,26,2,23-08-20 17:29,5,F4194,2,3
1,45,1,29-08-20 17:24,10,F4703,1,2
1,51,1,23-08-20 17:29,15,F4194,1,4
1,107,1,15-08-20 17:42,10,F0000,2,5
1,107,1,16-08-20 17:17,10,F0000,2,2
1,107,1,19-08-20 17:05,10,F3199,2,5
1,123,1,25-08-20 17:06,8,F4246,1,3
1,123,1,29-08-20 17:24,8,F4703,3,4
1,123,4,21-08-20 16:56,8,F6770,2,4
1,140,2,11-08-20 20:02,26,F0000,1,2
1,155,1,26-08-20 17:07,27,F3195,3,2
1,155,2,17-08-20 17:21,27,F3383,2,2
1,155,3,28-08-20 16:52,27,F3871,1,3
1,156,1,11-08-20 20:02,30,F0000,2,3
1,156,1,12-08-20 17:51,30,F0000,1,4
1,156,1,29-08-20 17:24,30,F4703,4,4
1,156,2,28-08-20 16:52,30,F3871,2,3
1,156,4,17-08-20 17:21,30,F3383,1,5
1,159,1,13-08-20 17:46,20,F0000,1,4
1,159,1,27-08-20 17:04,20,F3607,1,3
1,160,1,22-08-20 17:04,25,F4479,1,3
1,160,1,26-08-20 17:07,25,F3195,2,3
1,160,4,21-08-20 16:56,25,F6770,1,3
1,163,1,14-08-20 17:18,20,F0000,1,3
1,163,1,18-08-20 17:24,20,F4805,2,3
1,167,1,27-08-20 17:04,10,F3607,2,5
1,168,1,26-08-20 17:07,27,F3195,1,5
1,168,2,17-08-20 17:21,27,F3383,3,4
1,170,6,23-08-20 17:04,20,F4255,1,5
2,2,1,18-08-20 17:24,8,F3600,1,3
2,2,1,19-08-20 17:05,8,F2009,1,5
2,2,1,20-08-20 17:03,8,F2116,1,3
2,2,3,21-08-20 16:59,8,F2266,1,2
2,14,1,25-08-20 17:06,10,F4263,1,4
2,15,1,15-08-20 18:07,35,F0000,1,3
2,15,1,17-08-20 17:22,35,F3383,1,1
2,15,1,22-08-20 17:06,35,F3031,1,2
2,15,1,28-08-20 16:56,35,F3290,1,3
2,16,1,15-08-20 18:07,5,F0000,2,5
2,26,2,26-08-20 17:07,5,F2126,1,2
2,45,1,29-08-20 17:24,10,F4374,1,3
2,51,1,23-08-20 17:29,15,F4233,1,4
2,107,1,11-08-20 20:24,10,F0000,1,4
2,107,1,14-08-20 17:19,10,F0000,1,3
2,107,1,23-08-20 17:06,10,F4586,1,2
2,107,1,24-08-20 17:09,10,F3787,1,5
2,107,1,28-08-20 16:56,10,F3290,2,3
2,123,1,18-08-20 17:24,8,F3600,2,4
2,123,1,20-08-20 17:03,8,F2116,2,2
2,123,1,29-08-20 17:24,8,F4374,2,3
2,158,7,12-08-20 18:35,14,F0000,1,3
2,159,1,13-08-20 17:47,20,F3142,1,1
2,159,1,27-08-20 17:05,20,F3768,1,3
2,159,4,16-08-20 18:28,20,F0000,1,4
2,163,1,18-08-20 17:24,20,F3600,3,5
3,2,1,18-08-20 17:24,8,F2423,1,4
3,2,1,21-08-20 17:06,8,F2009,1,2
3,2,2,19-08-20 17:06,8,F3199,1,5
3,15,1,12-08-20 18:38,35,F0000,1,2
3,16,2,12-08-20 18:38,5,F0000,2,5
3,16,2,13-08-20 17:48,5,F0000,1,1
3,16,2,14-08-20 18:33,5,F0000,1,1
3,26,1,29-08-20 17:24,5,F4556,3,5
3,45,1,29-08-20 17:24,10,F4556,2,5
3,46,1,18-08-20 17:24,18,F2423,2,1
3,107,1,15-08-20 18:33,10,F0000,1,3
3,107,1,17-08-20 17:22,10,F3383,1,5
3,107,1,23-08-20 17:29,10,F3178,1,1
3,107,2,12-08-20 18:38,10,F0000,3,4
3,108,1,20-08-20 17:16,20,F3543,1,4
3,123,1,21-08-20 17:06,8,F2009,2,3
3,123,1,25-08-20 17:07,8,F4268,1,4
3,123,1,29-08-20 17:24,8,F4556,1,1
3,123,2,23-08-20 17:06,8,F2451,1,2
3,140,1,11-08-20 20:28,26,F0000,1,1
3,155,1,16-08-20 18:31,27,F0000,1,4
3,155,1,26-08-20 17:08,27,F2126,1,2
3,155,1,27-08-20 17:06,27,F3787,1,2
3,156,1,25-08-20 17:07,30,F4268,2,5
3,159,1,17-08-20 17:22,20,F3383,2,2
3,159,1,22-08-20 17:08,20,F3340,1,3
3,167,1,18-08-20 17:24,10,F2423,3,1
3,169,3,28-08-20 16:56,25,F2296,1,1
4,2,1,18-08-20 17:24,8,F4437,1,3
4,2,1,19-08-20 17:12,8,F3138,1,3
4,2,1,22-08-20 17:17,8,F3493,1,3
4,2,2,20-08-20 17:20,8,F3859,1,4
4,12,2,11-08-20 20:29,30,F0000,1,2
4,15,1,16-08-20 18:50,35,F0000,2,4
4,25,1,28-08-20 17:11,10,F2018,2,1
4,25,1,29-08-20 17:24,10,F4494,1,1
4,26,3,27-08-20 17:06,5,F2777,2,5
4,45,1,28-08-20 17:11,10,F2018,1,1
4,46,1,23-08-20 17:29,18,F4202,2,3
4,51,1,17-08-20 17:24,15,F0000,1,5
4,51,1,23-08-20 17:29,15,F4202,1,2
4,107,1,17-08-20 17:24,10,F0000,2,2
4,107,1,23-08-20 17:06,10,F2451,1,5
4,107,1,27-08-20 17:06,10,F2777,1,2
4,107,2,11-08-20 20:29,10,F0000,3,2
4,107,2,16-08-20 18:50,10,F0000,1,5
4,123,1,23-08-20 17:29,8,F4202,3,3
4,123,1,25-08-20 17:07,8,F4277,1,2
4,123,1,29-08-20 17:24,8,F4494,2,2
4,139,1,11-08-20 20:29,21,F0000,2,1
4,148,1,14-08-20 19:58,90,F0000,2,4
4,151,2,15-08-20 20:03,12,F0000,2,4
4,155,1,14-08-20 19:58,27,F0000,1,2
4,156,1,12-08-20 18:41,30,F0000,1,5
4,159,1,13-08-20 18:05,20,F0000,1,2
4,160,1,24-08-20 17:09,25,F3493,1,2
4,163,1,18-08-20 17:24,20,F4437,2,5
4,164,1,15-08-20 20:03,81,F0000,1,3
4,170,1,19-08-20 17:12,20,F3138,2,4
4,170,1,21-08-20 17:06,20,F2801,1,2
5,2,1,21-08-20 17:07,8,F2452,2,1
5,2,2,19-08-20 17:12,8,F3209,1,1
5,2,2,20-08-20 17:20,8,F3713,1,3
5,2,2,22-08-20 17:17,8,F3787,1,3
5,16,1,16-08-20 18:53,5,F0000,1,1
5,25,6,29-08-20 17:25,10,F6770,2,3
5,26,24,29-08-20 17:25,5,F6770,1,2
5,46,1,23-08-20 17:08,18,F2036,2,2
5,50,1,28-08-20 17:12,20,F2025,2,4
5,107,1,12-08-20 18:56,10,F0000,1,5
5,107,1,23-08-20 17:08,10,F2036,1,4
5,107,4,29-08-20 17:25,10,F6770,3,3
5,123,1,18-08-20 17:26,8,F2423,1,1
5,123,1,19-08-20 17:12,8,F3209,2,5
5,123,1,20-08-20 17:20,8,F3713,2,3
5,123,1,23-08-20 17:29,8,F3326,1,2
5,123,1,24-08-20 17:11,8,F3891,1,2
5,123,1,25-08-20 17:09,8,F4479,1,5
5,123,2,29-08-20 17:25,8,F6770,4,2
5,128,3,14-08-20 19:59,25,F0000,1,4
5,130,1,15-08-20 20:05,21,F0000,2,2
5,134,1,14-08-20 19:59,15,F0000,3,1
5,140,1,11-08-20 20:30,26,F0000,1,1
5,154,2,15-08-20 20:05,22,F0000,1,2
5,155,1,15-08-20 20:05,27,F0000,3,3
5,155,1,27-08-20 17:10,27,F4774,1,4
5,156,1,14-08-20 19:59,30,F0000,2,3
5,156,1,25-08-20 17:09,30,F4479,2,3
5,156,1,27-08-20 17:10,30,F4774,2,3
5,157,3,13-08-20 18:24,32,F0000,1,1
5,159,1,17-08-20 17:25,20,F3383,1,3
5,170,1,21-08-20 17:07,20,F2452,1,4
5,170,1,26-08-20 17:08,20,F2327,1,1
5,170,1,28-08-20 17:12,20,F2025,1,4
5,174,1,29-08-20 17:25,12,F6770,5,1
6,2,1,22-08-20 17:17,8,F3556,1,3
6,2,2,19-08-20 17:12,8,F3196,1,2
6,2,2,20-08-20 17:21,8,F3884,1,1
6,2,2,21-08-20 17:12,8,F3892,1,1
6,15,1,25-08-20 17:10,35,F5684,1,1
6,19,1,23-08-20 17:09,20,F2036,1,3
6,25,1,28-08-20 17:12,10,F2115,1,4
6,123,1,19-08-20 17:12,8,F3196,2,4
6,123,1,20-08-20 17:21,8,F3884,2,1
6,123,1,24-08-20 17:11,8,F2847,1,1
6,123,1,29-08-20 17:25,8,F4296,2,4
6,123,2,21-08-20 17:12,8,F3892,2,2
6,130,1,12-08-20 19:59,21,F0000,2,2
6,140,1,11-08-20 20:30,26,F0000,1,1
6,140,1,12-08-20 19:59,26,F0000,1,2
6,146,2,15-08-20 20:06,85,F0000,1,4
6,148,1,14-08-20 19:59,90,F3259,1,5
6,151,4,15-08-20 20:06,12,F0000,2,1
6,155,1,27-08-20 17:10,27,F2288,1,5
6,156,1,12-08-20 19:59,30,F0000,3,4
6,156,1,26-08-20 17:15,30,F3698,1,4
6,157,2,13-08-20 18:56,32,F0000,1,3
6,159,1,22-08-20 17:17,20,F3556,2,4
6,159,1,29-08-20 17:25,20,F4296,1,2
6,160,1,23-08-20 17:29,25,F3270,1,5
6,163,1,17-08-20 17:40,20,F0000,1,5
6,163,1,18-08-20 17:26,20,F4805,1,4
6,164,1,16-08-20 19:39,81,F0000,1,4
6,167,1,28-08-20 17:12,10,F2115,2,3
7,2,1,21-08-20 17:12,8,F3782,2,3
7,2,2,20-08-20 17:26,8,F3318,1,2
7,2,2,21-08-20 17:12,8,F3782,1,3
7,2,2,22-08-20 17:18,8,F3196,1,3
7,21,1,21-08-20 17:12,30,F3782,3,3
7,107,1,15-08-20 20:08,10,F0000,1,4
7,107,1,23-08-20 17:09,10,F4370,1,3
7,107,1,27-08-20 17:15,10,F3406,1,3
7,123,1,18-08-20 17:29,8,F3276,1,4
7,123,1,19-08-20 17:12,8,F3252,1,5
7,123,2,24-08-20 17:11,8,F0000,1,1
7,123,2,25-08-20 17:16,8,F3055,1,2
7,123,2,28-08-20 17:13,8,F4277,1,5
7,128,1,14-08-20 20:00,25,F3612,4,4
7,128,2,16-08-20 20:02,25,F0000,2,2
7,128,6,14-08-20 20:00,25,F3612,1,3
7,130,6,16-08-20 20:02,21,F0000,1,3
7,134,1,11-08-20 20:34,15,F0000,1,2
7,134,1,12-08-20 20:01,15,F0000,3,1
7,134,1,12-08-20 20:01,15,F0000,5,1
7,140,1,12-08-20 20:01,26,F0000,4,2
7,154,1,14-08-20 20:00,22,F3612,5,4
7,155,1,12-08-20 20:01,27,F0000,1,3
7,155,1,17-08-20 17:52,27,F4046,2,5
7,155,1,26-08-20 17:16,27,F3433,1,4
7,155,1,27-08-20 17:15,27,F3406,4,4
7,155,2,14-08-20 20:00,27,F3612,2,3
7,156,1,12-08-20 20:01,30,F0000,2,5
7,157,2,14-08-20 20:00,32,F3612,3,2
7,159,1,29-08-20 17:25,20,F4382,1,5
7,160,1,23-08-20 17:30,25,F3332,1,4
7,160,1,27-08-20 17:15,25,F3406,2,3
7,164,1,13-08-20 18:58,85,F0000,1,3
7,167,1,27-08-20 17:15,10,F3406,3,5
7,168,1,17-08-20 17:52,27,F4046,1,5
7,168,1,26-08-20 17:16,27,F3433,2,4
8,2,1,20-08-20 17:26,8,F3262,1,1
8,2,1,21-08-20 17:13,8,F3700,1,3
8,16,1,12-08-20 20:01,5,F0000,1,2
8,51,1,23-08-20 17:31,15,F3096,2,3
8,107,1,23-08-20 17:09,10,F4284,1,4
8,107,1,29-08-20 17:25,10,F2059,1,4
8,107,2,25-08-20 17:28,10,F3459,2,4
8,123,1,18-08-20 17:29,8,F3764,1,3
8,123,1,21-08-20 17:13,8,F3700,2,2
8,123,1,22-08-20 17:18,8,F3196,1,2
8,123,2,24-08-20 17:13,8,F0000,1,1
8,123,2,28-08-20 17:13,8,F4486,1,2
8,128,3,14-08-20 20:01,25,F3259,1,1
8,129,1,15-08-20 20:10,16,F0000,1,2
8,130,1,13-08-20 19:59,21,F0000,1,1
8,133,1,15-08-20 20:10,21,F0000,2,2
8,136,2,14-08-20 20:01,25,F3259,3,4
8,139,1,16-08-20 20:03,21,F0000,1,1
8,148,1,16-08-20 20:03,90,F0000,2,2
8,155,1,17-08-20 17:52,27,F4268,1,1
8,156,1,18-08-20 17:29,30,F3764,2,2
8,156,1,25-08-20 17:28,30,F3459,3,3
8,156,1,26-08-20 17:21,30,F3599,1,4
8,156,1,29-08-20 17:25,30,F2059,2,4
8,157,1,11-08-20 20:36,32,F0000,1,3
8,160,1,17-08-20 17:52,25,F4268,2,4
8,160,1,23-08-20 17:31,25,F3096,1,4
8,160,1,27-08-20 17:16,25,F3538,1,3
8,160,2,25-08-20 17:28,25,F3459,1,5
8,161,1,14-08-20 20:01,12,F3259,2,3
9,2,2,19-08-20 17:12,8,F3288,1,2
9,2,2,20-08-20 17:27,8,F3326,1,3
9,2,2,21-08-20 17:13,8,F3859,1,1
9,2,2,22-08-20 17:18,8,F3270,1,2
9,107,1,23-08-20 17:32,10,F2542,1,2
9,107,2,17-08-20 17:53,10,F4486,1,4
9,107,2,23-08-20 17:09,10,F2719,1,2
9,123,1,20-08-20 17:27,8,F3326,2,2
9,123,1,23-08-20 17:32,8,F2542,2,3
9,123,1,27-08-20 17:18,8,F2528,1,4
9,123,1,29-08-20 17:25,8,F2019,1,2
9,123,2,22-08-20 17:18,8,F3270,2,4
9,123,2,26-08-20 17:23,8,F4253,1,1
9,123,2,28-08-20 17:13,8,F4268,1,2
9,130,1,12-08-20 20:01,21,F0000,1,5
9,130,2,13-08-20 20:00,21,F0000,1,3
9,134,1,11-08-20 20:38,15,F0000,1,1
9,140,1,11-08-20 20:38,26,F0000,2,3
9,148,8,14-08-20 20:01,90,F3612,1,5
9,155,1,11-08-20 20:38,27,F0000,3,5
9,155,1,12-08-20 20:01,27,F0000,2,3
9,155,11,25-08-20 17:30,27,F0000,1,1
9,156,1,18-08-20 17:33,30,F2662,1,5
9,156,1,26-08-20 17:23,30,F4253,2,1
9,157,2,24-08-20 17:15,32,F2620,1,4
9,161,1,15-08-20 20:12,12,F0000,1,2
9,162,1,17-08-20 17:53,18,F4486,3,4
9,164,1,16-08-20 20:03,81,F0000,1,5
9,167,2,17-08-20 17:53,10,F4486,2,2
10,2,1,19-08-20 17:12,8,F3270,1,1
10,2,1,21-08-20 17:13,8,F3754,1,4
10,2,1,22-08-20 17:20,8,F2021,1,1
10,2,2,18-08-20 17:37,8,F2423,1,2
10,2,2,20-08-20 17:27,8,F3326,1,3
10,12,2,12-08-20 20:03,30,F0000,1,5
10,14,1,25-08-20 17:30,10,F2456,1,5
10,46,1,24-08-20 17:17,18,F3567,2,4
10,51,1,27-08-20 17:19,15,F3742,3,3
10,107,2,24-08-20 17:17,10,F3567,1,3
10,108,1,28-08-20 17:14,20,F4147,2,5
10,123,1,19-08-20 17:12,8,F3270,2,4
10,123,1,21-08-20 17:13,8,F3754,2,3
10,123,1,27-08-20 17:19,8,F3742,1,5
10,123,1,28-08-20 17:14,8,F4147,1,2
10,123,2,23-08-20 17:11,8,F2199,1,1
10,123,2,23-08-20 17:32,8,F2509,1,4
10,123,2,26-08-20 17:23,8,F4203,1,4
10,123,2,29-08-20 17:26,8,F3270,1,5
10,128,2,13-08-20 20:00,25,F0000,2,4
10,130,2,13-08-20 20:00,21,F0000,1,5
10,130,2,15-08-20 20:12,21,F0000,1,4
10,135,1,13-08-20 20:00,21,F0000,3,3
10,154,3,14-08-20 20:01,22,F3259,1,4
10,156,1,17-08-20 17:59,30,F2576,1,5
10,159,1,11-08-20 20:38,20,F0000,1,2
10,160,1,28-08-20 17:14,25,F4147,3,5
10,161,2,16-08-20 20:03,12,F0000,1,3
10,168,1,27-08-20 17:19,27,F3742,2,4
11,2,1,18-08-20 17:38,8,F4702,1,3
11,2,1,20-08-20 17:27,8,F3277,1,5
11,2,1,21-08-20 17:13,8,F2682,1,4
11,2,1,22-08-20 17:20,8,F2036,1,3
11,12,1,12-08-20 20:03,30,F0000,1,5
11,107,1,27-08-20 17:22,10,F0000,1,4
11,107,1,29-08-20 17:26,10,F3863,3,5
11,123,1,19-08-20 17:13,8,F3054,1,4
11,123,1,20-08-20 17:27,8,F3277,2,1
11,123,1,22-08-20 17:20,8,F2036,2,3
11,123,1,23-08-20 17:35,8,F0000,1,4
11,123,1,25-08-20 17:39,8,F4586,1,5
11,123,1,26-08-20 17:23,8,F4048,1,4
11,123,1,27-08-20 17:22,8,F0000,2,3
11,123,1,29-08-20 17:26,8,F3863,1,1
11,128,1,14-08-20 20:01,25,F3259,1,4
11,130,1,13-08-20 20:04,21,F0000,1,3
11,140,1,11-08-20 20:39,26,F0000,1,1
11,146,1,15-08-20 20:14,85,F0000,1,4
11,148,2,16-08-20 20:03,90,F0000,1,5
11,148,2,17-08-20 20:02,90,F0000,1,5
11,151,2,15-08-20 20:14,12,F0000,2,4
11,151,2,17-08-20 20:02,12,F0000,3,2
11,155,1,13-08-20 20:04,27,F0000,2,3
11,155,1,17-08-20 20:02,27,F0000,2,5
11,156,1,18-08-20 17:38,30,F4702,2,5
11,157,1,23-08-20 17:12,32,F2708,1,5
11,157,1,24-08-20 17:17,32,F0000,1,1
11,159,1,29-08-20 17:26,20,F3863,2,3
11,167,3,28-08-20 17:14,10,F2025,1,3
11,170,1,21-08-20 17:13,20,F2682,2,4
12,2,1,19-08-20 17:14,8,F3022,1,3
12,2,1,20-08-20 17:27,8,F3314,1,5
12,2,1,22-08-20 17:20,8,F3863,1,4
12,15,1,22-08-20 17:20,35,F3863,2,2
12,19,1,24-08-20 17:18,20,F3567,1,1
12,19,2,23-08-20 17:15,20,F2154,1,4
12,74,1,28-08-20 17:18,25,F4486,1,1
12,107,1,11-08-20 20:42,10,F0000,1,5
12,107,1,23-08-20 17:36,10,F3556,1,5
12,107,1,25-08-20 17:47,10,F2935,2,3
12,107,1,28-08-20 17:18,10,F4486,2,4
12,123,1,20-08-20 17:27,8,F3314,2,4
12,123,1,25-08-20 17:47,8,F2935,1,2
12,123,1,27-08-20 17:24,8,F3835,1,3
12,128,1,13-08-20 20:05,25,F0000,1,5
12,128,1,14-08-20 20:02,25,F0000,1,5
12,134,1,12-08-20 20:03,15,F0000,1,1
12,148,1,16-08-20 20:04,90,F0000,3,5
12,151,2,15-08-20 20:15,12,F0000,1,5
12,151,3,16-08-20 20:04,12,F0000,2,1
12,154,1,13-08-20 20:05,22,F0000,2,2
12,159,1,18-08-20 17:39,20,F1341,1,5
12,163,1,21-08-20 17:13,20,F3811,1,4
12,164,1,16-08-20 20:04,81,F0000,1,5
12,164,1,17-08-20 20:02,81,F4284,1,2
12,168,1,26-08-20 17:24,27,F4253,1,3
12,168,1,27-08-20 17:24,27,F3835,2,2
12,169,1,29-08-20 17:27,25,F6770,1,2
12,170,1,23-08-20 17:36,20,F3556,2,4
13,2,1,20-08-20 17:28,8,F3713,1,4
13,2,1,21-08-20 17:13,8,F2452,1,4
13,2,1,22-08-20 17:21,8,F4586,1,3
13,14,1,23-08-20 17:36,10,F3493,1,5
13,107,1,27-08-20 17:25,10,F3355,1,3
13,123,1,18-08-20 17:44,8,F0000,1,2
13,123,1,29-08-20 17:28,8,F4296,1,3
13,123,2,19-08-20 17:15,8,F3135,1,5
13,128,1,13-08-20 20:05,25,F0000,1,5
13,128,1,14-08-20 20:02,25,F0000,1,5
13,130,1,12-08-20 20:04,21,F0000,1,4
13,139,1,13-08-20 20:05,21,F0000,2,3
13,139,1,16-08-20 20:04,21,F0000,1,1
13,140,1,11-08-20 20:43,26,F0000,1,1
13,146,2,15-08-20 20:16,85,F0000,1,5
13,151,4,15-08-20 20:16,12,F0000,2,1
13,156,1,25-08-20 17:49,30,F1418,1,4
13,156,2,26-08-20 17:27,30,F2513,1,1
13,159,1,24-08-20 17:18,20,F3543,1,2
13,159,1,28-08-20 17:18,20,F4277,1,3
13,164,1,17-08-20 20:02,81,F4236,1,3
13,172,1,27-08-20 17:25,80,F3355,2,5
14,2,1,22-08-20 17:21,8,F4362,1,5
14,12,1,12-08-20 20:04,30,F0000,2,3
14,12,1,17-08-20 20:02,30,F2052,1,5
14,14,1,25-08-20 18:00,10,F2664,2,5
14,25,1,29-08-20 17:28,10,F2639,2,2
14,26,1,25-08-20 18:00,5,F2664,1,4
14,107,1,19-08-20 17:16,10,F3391,1,3
14,108,1,28-08-20 17:18,20,F4268,1,4
14,123,1,18-08-20 17:45,8,F0000,1,1
14,123,1,20-08-20 17:32,8,F3262,1,1
14,123,1,21-08-20 17:13,8,F3135,2,5
14,123,1,22-08-20 17:21,8,F4362,2,3
14,123,1,23-08-20 17:36,8,F3787,1,1
14,123,2,23-08-20 17:17,8,F3270,1,4
14,123,2,24-08-20 17:18,8,F4706,1,4
14,129,1,13-08-20 20:06,16,F0000,2,3
14,130,1,13-08-20 20:06,21,F0000,1,3
14,130,1,17-08-20 20:02,21,F2052,3,1
14,134,1,12-08-20 20:04,15,F0000,1,2
14,134,2,11-08-20 20:45,15,F0000,1,1
14,135,1,14-08-20 20:03,21,F0000,2,5
14,135,1,17-08-20 20:02,21,F2052,2,5
14,140,1,14-08-20 20:03,26,F0000,1,3
14,151,2,16-08-20 20:05,12,F0000,2,3
14,151,4,17-08-20 20:02,12,F2052,4,1
14,154,1,15-08-20 20:16,22,F0000,1,4
14,154,1,16-08-20 20:05,22,F0000,3,2
14,155,1,27-08-20 17:25,27,F3497,1,2
14,155,1,29-08-20 17:28,27,F2639,1,1
14,157,1,15-08-20 20:16,32,F0000,2,1
14,160,1,26-08-20 17:28,25,F3787,1,2
14,164,1,16-08-20 20:05,81,F0000,1,5
14,167,1,27-08-20 17:25,10,F3497,2,5
14,170,1,21-08-20 17:13,20,F3135,1,3
15,2,1,18-08-20 17:46,8,F0000,1,3
15,2,1,22-08-20 17:21,8,F2496,1,2
15,2,2,19-08-20 17:17,8,F3225,1,5
15,2,5,21-08-20 17:14,8,F3892,1,2
15,12,1,11-08-20 20:46,30,F0000,1,4
15,16,1,16-08-20 20:05,5,F0000,1,3
15,19,1,24-08-20 17:19,20,F4558,1,5
15,51,1,23-08-20 17:38,15,F2509,2,1
15,51,2,26-08-20 17:34,15,F3204,1,1
15,107,1,25-08-20 18:13,10,F3592,2,4
15,107,1,25-08-20 18:13,10,F3592,3,4
15,123,1,20-08-20 17:33,8,F3318,1,2
15,123,1,21-08-20 17:14,8,F3892,2,1
15,123,1,22-08-20 17:21,8,F2496,2,2
15,123,1,23-08-20 17:38,8,F2509,1,4
15,123,1,27-08-20 17:28,8,F2377,1,3
15,123,2,23-08-20 17:17,8,F3178,1,3
15,123,2,28-08-20 17:20,8,F3892,1,4
15,128,1,14-08-20 20:03,25,F0000,2,4
15,135,1,14-08-20 20:03,21,F0000,1,5
15,139,1,12-08-20 20:05,21,F0000,1,2
15,148,1,15-08-20 20:17,90,F0000,1,4
15,151,4,17-08-20 20:02,12,F4351,1,1
15,154,1,13-08-20 20:07,22,F0000,1,2
15,155,1,27-08-20 17:28,27,F2377,2,1
15,155,1,29-08-20 17:28,27,F2595,1,2
15,156,1,29-08-20 17:28,30,F2595,2,5
15,159,1,25-08-20 18:13,20,F3592,1,5
15,159,2,29-08-20 17:28,20,F2595,3,3
15,161,1,12-08-20 20:05,12,F0000,2,4
15,169,1,29-08-20 17:28,25,F2595,4,4
16,2,1,18-08-20 17:46,8,F0000,1,3
16,2,1,19-08-20 17:17,8,F3138,1,4
16,2,1,22-08-20 17:23,8,F2036,1,4
16,14,2,25-08-20 18:14,10,F2359,1,3
16,15,1,23-08-20 17:17,35,F2199,1,3
16,16,1,12-08-20 20:05,5,F0000,1,4
16,46,1,25-08-20 18:14,18,F2359,2,3
16,107,1,23-08-20 17:44,10,F3199,2,3
16,107,1,26-08-20 17:34,10,F3204,1,3
16,107,2,23-08-20 17:17,10,F2199,2,4
16,107,3,29-08-20 17:29,10,F2595,1,4
16,123,1,23-08-20 17:44,8,F3199,1,3
16,123,1,24-08-20 17:19,8,F2710,1,2
16,123,2,28-08-20 17:20,8,F3892,1,5
16,129,1,15-08-20 20:18,16,F0000,1,2
16,129,2,15-08-20 20:18,16,F0000,2,1
16,130,1,13-08-20 20:15,21,F0000,1,4
16,133,1,15-08-20 20:18,21,F0000,4,3
16,134,4,15-08-20 20:18,15,F0000,3,1
16,148,2,16-08-20 20:06,90,F0000,1,4
16,151,2,16-08-20 20:06,12,F0000,2,2
16,155,1,20-08-20 17:37,27,F0000,1,2
16,156,1,14-08-20 20:05,30,F0000,1,4
16,156,1,27-08-20 17:29,30,F3304,1,3
16,157,1,11-08-20 20:47,32,F0000,1,2
16,161,1,17-08-20 20:02,12,F2108,2,5
16,164,1,17-08-20 20:02,81,F2108,1,4
16,170,1,21-08-20 17:16,20,F3892,1,3
17,2,1,21-08-20 17:16,8,F4586,2,3
17,2,1,22-08-20 17:25,8,F3498,1,5
17,2,2,18-08-20 17:47,8,F4702,1,4
17,2,2,21-08-20 17:16,8,F4586,1,5
17,12,1,14-08-20 20:06,30,F0000,1,3
17,14,2,25-08-20 18:15,10,F2567,1,1
17,16,2,11-08-20 20:49,5,F0000,2,2
17,21,1,20-08-20 17:41,30,F3277,1,3
17,46,1,24-08-20 17:24,18,F5680,3,5
17,107,1,16-08-20 20:06,10,F0000,1,3
17,107,1,19-08-20 17:17,10,F0000,1,2
17,107,1,25-08-20 18:15,10,F2567,2,4
17,107,1,28-08-20 17:20,10,F2533,1,5
17,107,2,29-08-20 17:29,10,F6770,2,3
17,123,1,23-08-20 17:18,8,F3070,1,5
17,123,1,23-08-20 17:18,8,F3070,2,3
17,123,1,23-08-20 17:45,8,F2542,1,5
17,123,1,24-08-20 17:24,8,F5680,1,3
17,123,1,24-08-20 17:24,8,F5680,2,5
17,123,1,29-08-20 17:29,8,F6770,1,3
17,130,2,15-08-20 20:18,21,F0000,1,2
17,134,1,12-08-20 20:06,15,F0000,1,2
17,134,2,13-08-20 20:17,15,F0000,1,3
17,151,1,17-08-20 20:02,12,F4502,1,3
17,151,2,17-08-20 20:02,12,F4502,2,1
17,155,1,11-08-20 20:49,27,F0000,1,5
17,155,1,26-08-20 17:37,27,F2067,1,2
17,156,1,13-08-20 20:17,30,F0000,2,5
17,157,1,12-08-20 20:06,32,F0000,2,2
17,159,1,27-08-20 17:29,20,F3621,1,4
18,2,2,20-08-20 17:45,8,F0000,1,1
18,2,7,18-08-20 18:24,8,F3811,2,3
18,12,1,11-08-20 20:54,30,F0000,1,3
18,12,2,17-08-20 20:03,30,F1632,3,4
18,14,1,25-08-20 18:15,10,F2078,1,2
18,16,1,12-08-20 20:06,5,F0000,1,2
18,16,1,16-08-20 20:06,5,F0000,1,1
18,19,1,24-08-20 17:27,20,F2036,1,2
18,74,1,21-08-20 17:20,25,F3543,1,1
18,107,1,19-08-20 17:18,10,F0000,1,1
18,107,1,22-08-20 17:25,10,F3493,1,5
18,107,1,23-08-20 17:45,10,F2509,2,3
18,107,1,27-08-20 17:30,10,F2679,1,1
18,123,1,23-08-20 17:18,8,F3129,1,2
18,123,1,23-08-20 17:45,8,F2509,1,4
18,123,1,28-08-20 17:20,8,F4503,1,2
18,134,1,17-08-20 20:03,15,F1632,2,4
