BillNo,ItemID,Quantity,SellingDate,SellingPrice,StudentID,TransactionID,final_rating
399,128,1,15-08-20 23:55,25,F0000,1,5
399,128,1,22-08-20 21:24,25,F0000,1,5
399,128,2,24-08-20 21:14,25,F4805,1,4
399,130,1,26-08-20 21:26,21,F4276,2,5
399,134,1,19-08-20 21:04,15,F4452,1,2
399,154,2,17-08-20 21:59,22,F2670,1,5
399,155,1,21-08-20 21:34,27,F3589,1,2
399,155,1,24-08-20 21:14,27,F4805,2,3
399,155,1,26-08-20 21:26,27,F4276,1,1
399,156,1,18-08-20 21:18,30,F3117,1,3
399,156,2,23-08-20 21:18,30,F3883,1,4
399,157,1,16-08-20 23:35,32,F0000,1,2
399,161,1,25-08-20 21:35,12,F3589,1,3
399,163,1,15-08-20 23:55,20,F0000,2,3
399,168,1,25-08-20 21:35,27,F3589,2,3
399,174,1,27-08-20 22:01,12,F5581,1,2
400,18,1,27-08-20 22:01,55,F3765,1,1
400,51,1,22-08-20 21:24,15,F5641,2,3
400,124,1,19-08-20 21:04,25,F4839,1,3
400,124,1,25-08-20 21:35,25,F0000,1,3
400,128,1,13-08-20 23:33,25,F3569,1,4
400,128,1,21-08-20 21:34,25,F3588,1,5
400,146,1,23-08-20 21:18,85,F3644,1,3
400,148,1,18-08-20 21:18,90,F3567,1,4
400,148,1,26-08-20 21:26,90,F0000,1,4
400,151,3,23-08-20 21:18,12,F3644,2,1
400,154,1,15-08-20 23:55,22,F0000,1,3
400,154,1,19-08-20 21:04,22,F4839,2,4
400,154,1,21-08-20 21:34,22,F3588,2,4
400,154,2,16-08-20 23:36,22,F0000,1,5
400,154,2,28-08-20 21:36,22,F0000,1,3
400,155,1,20-08-20 21:50,27,F3160,1,3
400,155,1,22-08-20 21:24,27,F5641,1,4
400,161,1,24-08-20 21:14,12,F3815,1,2
400,161,1,25-08-20 21:35,12,F0000,2,3
400,161,2,16-08-20 23:36,12,F0000,2,2
401,26,1,28-08-20 21:36,5,F0000,1,3
401,124,1,19-08-20 21:04,25,F2385,1,4
401,124,1,25-08-20 21:35,25,F4185,1,5
401,130,1,15-08-20 23:56,21,F0000,1,5
401,130,1,23-08-20 21:19,21,F3146,2,2
401,130,2,17-08-20 22:00,21,F0000,1,4
401,134,1,13-08-20 23:34,15,F0000,1,1
401,140,1,18-08-20 21:18,26,F2769,1,2
401,140,1,26-08-20 21:27,26,F3042,1,1
401,148,1,23-08-20 21:19,90,F3146,1,3
401,148,2,24-08-20 21:15,90,F1549,1,3
401,151,4,20-08-20 21:50,12,F3076,2,1
401,154,1,19-08-20 21:04,22,F2385,2,3
401,154,1,22-08-20 21:24,22,F3150,1,4
401,154,1,23-08-20 21:19,22,F3146,4,3
401,154,1,25-08-20 21:35,22,F4185,2,5
401,154,1,26-08-20 21:27,22,F3042,2,4
401,154,2,23-08-20 21:19,22,F3146,3,5
401,155,1,16-08-20 23:36,27,F2377,1,4
401,161,1,21-08-20 21:34,12,F2406,1,1
401,161,1,29-08-20 21:20,12,H2144,1,5
401,164,1,20-08-20 21:50,81,F3076,1,2
401,164,1,24-08-20 21:15,81,F1549,2,4
401,169,1,27-08-20 22:01,25,H2019,1,4
402,16,1,13-08-20 23:34,5,F0000,1,4
402,123,1,21-08-20 21:35,8,F2102,1,4
402,128,1,24-08-20 21:15,25,F4771,1,5
402,128,1,26-08-20 21:27,25,F5523,1,5
402,129,1,28-08-20 21:36,16,F0000,4,3
402,130,1,15-08-20 23:56,21,F0000,1,3
402,130,1,20-08-20 21:51,21,F5640,1,2
402,135,1,28-08-20 21:36,21,F0000,1,4
402,139,2,28-08-20 21:36,21,F0000,2,2
402,140,2,23-08-20 21:19,26,F4680,1,1
402,154,1,18-08-20 21:18,22,F4328,1,3
402,154,1,20-08-20 21:51,22,F5640,2,3
402,154,1,21-08-20 21:35,22,F2102,2,5
402,154,1,25-08-20 21:36,22,F2174,1,3
402,155,1,16-08-20 23:36,27,F2494,1,5
402,155,1,22-08-20 21:24,27,F2412,2,3
402,155,1,24-08-20 21:15,27,F4771,2,2
402,156,1,19-08-20 21:05,30,F2504,1,3
402,156,1,22-08-20 21:24,30,F2412,1,5
402,156,1,23-08-20 21:19,30,F4680,2,5
402,156,1,27-08-20 22:02,30,F5537,1,4
402,159,2,17-08-20 22:01,20,F2018,1,3
402,161,1,29-08-20 21:20,12,H2203,1,2
402,164,1,28-08-20 21:36,81,F0000,3,3
403,16,1,13-08-20 23:34,5,F0000,2,3
403,16,2,18-08-20 21:18,5,F3118,2,2
403,18,1,28-08-20 21:37,55,F4670,1,5
403,26,1,29-08-20 21:20,5,F3446,2,4
403,124,1,19-08-20 21:05,25,F3874,1,5
403,124,1,19-08-20 21:05,25,F3874,2,5
403,124,1,25-08-20 21:36,25,F4498,1,5
403,128,1,13-08-20 23:34,25,F0000,1,5
403,128,1,20-08-20 21:52,25,F2075,1,3
403,128,2,26-08-20 21:27,25,F3672,1,2
403,128,2,26-08-20 21:27,25,F3672,2,3
403,129,1,22-08-20 21:25,16,F2110,1,5
403,130,1,22-08-20 21:25,21,F2110,2,3
403,130,1,23-08-20 21:19,21,F0000,2,3
403,130,2,21-08-20 21:35,21,F0000,4,3
403,135,1,15-08-20 23:56,21,F0000,1,1
403,135,1,21-08-20 21:35,21,F0000,2,1
403,135,2,16-08-20 23:37,21,F3424,1,5
403,135,2,19-08-20 21:05,21,F3874,4,3
403,135,2,23-08-20 21:19,21,F0000,1,2
403,139,1,21-08-20 21:35,21,F0000,1,1
403,146,1,24-08-20 21:15,85,F3036,2,5
403,148,1,17-08-20 22:01,90,F2140,1,5
403,148,1,24-08-20 21:15,90,F3036,1,5
403,148,1,29-08-20 21:20,90,F3446,1,3
403,151,2,24-08-20 21:15,12,F3036,3,1
403,155,1,21-08-20 21:35,27,F0000,3,3
403,155,1,24-08-20 21:15,27,F3036,4,2
403,155,2,19-08-20 21:05,27,F3874,5,2
403,159,1,28-08-20 21:37,20,F4670,2,2
403,161,1,18-08-20 21:18,12,F3118,1,3
403,161,1,25-08-20 21:36,12,F4498,2,5
403,166,1,19-08-20 21:05,85,F3874,3,2
404,2,2,22-08-20 21:26,8,F0000,1,3
404,51,1,18-08-20 21:19,15,F3587,2,3
404,74,1,28-08-20 21:37,25,F4046,3,3
404,107,1,27-08-20 22:02,10,F2615,2,3
404,124,1,27-08-20 22:02,25,F2615,1,3
404,128,1,16-08-20 23:37,25,F5165,1,4
404,128,1,23-08-20 21:20,25,F3883,1,4
404,128,1,26-08-20 21:27,25,F5608,1,4
404,130,1,20-08-20 21:52,21,F5808,1,3
404,134,1,13-08-20 23:34,15,F0000,1,5
404,134,1,15-08-20 23:57,15,F0000,1,1
404,138,1,25-08-20 21:36,22,F4178,1,2
404,139,1,21-08-20 21:36,21,F0000,1,1
404,139,1,29-08-20 21:22,21,F0000,2,2
404,146,1,24-08-20 21:15,85,F0000,1,5
404,151,1,29-08-20 21:22,12,F0000,3,1
404,151,2,17-08-20 22:03,12,F0000,3,2
404,151,2,28-08-20 21:37,12,F4046,2,3
404,154,1,15-08-20 23:57,22,F0000,2,5
404,154,1,17-08-20 22:03,22,F0000,1,2
404,159,1,19-08-20 21:05,20,F1620,1,5
404,161,1,18-08-20 21:19,12,F3587,1,3
404,161,3,21-08-20 21:36,12,F0000,2,4
404,164,1,17-08-20 22:03,81,F0000,2,4
404,164,1,28-08-20 21:37,81,F4046,1,3
404,166,1,29-08-20 21:22,85,F0000,1,2
404,169,2,27-08-20 22:02,25,F2615,3,4
404,170,1,25-08-20 21:36,20,F4178,2,5
405,16,1,13-08-20 23:34,5,F0000,1,4
405,21,1,19-08-20 21:05,30,F5393,2,2
405,51,1,15-08-20 23:58,15,F0000,2,5
405,124,1,19-08-20 21:05,25,F5393,1,4
405,124,1,25-08-20 21:36,25,H1109,1,4
405,128,2,16-08-20 23:38,25,F2903,1,5
405,130,1,20-08-20 21:52,21,F5737,1,5
405,130,1,21-08-20 21:36,21,F2704,2,4
405,130,1,21-08-20 21:36,21,F2704,3,5
405,134,1,21-08-20 21:36,15,F2704,1,2
405,148,1,18-08-20 21:19,90,F0000,1,4
405,148,2,24-08-20 21:15,90,F0000,1,5
405,151,2,28-08-20 21:37,12,F4124,1,2
405,154,1,16-08-20 23:38,22,F2903,2,3
405,154,1,27-08-20 22:03,22,F3758,1,4
405,155,1,15-08-20 23:58,27,F0000,1,3
405,155,1,17-08-20 22:03,27,F0000,1,2
405,155,1,23-08-20 21:20,27,F4542,1,1
405,155,1,29-08-20 21:22,27,F3500,1,2
405,156,1,25-08-20 21:36,30,H1109,2,2
405,160,1,27-08-20 22:03,25,F3758,2,5
405,161,1,20-08-20 21:52,12,F5737,2,3
405,161,1,21-08-20 21:36,12,F2704,4,1
405,161,2,22-08-20 21:26,12,F2073,1,5
405,164,1,28-08-20 21:37,81,F4124,2,2
405,170,1,26-08-20 21:27,20,F3672,1,1
406,12,1,16-08-20 23:38,30,F2812,1,4
406,15,1,21-08-20 21:36,35,F2652,2,1
406,51,1,18-08-20 21:19,15,F2509,3,3
406,74,1,28-08-20 21:37,25,F4054,3,1
406,107,1,18-08-20 21:19,10,F2509,4,1
406,123,1,21-08-20 21:36,8,F2652,1,2
406,124,1,27-08-20 22:03,25,F3546,1,4
406,128,1,13-08-20 23:34,25,F0000,1,4
406,128,1,15-08-20 23:58,25,F0000,1,5
406,128,1,18-08-20 21:19,25,F2509,2,4
406,128,1,24-08-20 21:15,25,F3014,2,5
406,130,1,19-08-20 21:06,21,F0000,1,4
406,130,1,23-08-20 21:20,21,F0000,1,5
406,130,1,24-08-20 21:15,21,F3014,1,3
406,130,1,29-08-20 21:22,21,F3780,1,3
406,132,1,20-08-20 21:52,21,F3577,1,2
406,134,1,16-08-20 23:38,15,F2812,2,2
406,134,1,20-08-20 21:52,15,F3577,2,1
406,146,2,22-08-20 21:26,85,F0000,1,5
406,148,1,17-08-20 22:03,90,F2670,1,5
406,151,2,28-08-20 21:37,12,F4054,1,4
406,151,4,22-08-20 21:26,12,F0000,2,1
406,154,1,18-08-20 21:19,22,F2509,1,4
406,154,1,19-08-20 21:06,22,F0000,2,4
406,155,1,25-08-20 21:36,27,F2639,1,5
406,156,1,15-08-20 23:58,30,F0000,2,2
406,161,1,26-08-20 21:27,12,F5758,1,1
406,164,1,28-08-20 21:37,81,F4054,2,2
406,167,1,27-08-20 22:03,10,F3546,2,5
407,15,1,27-08-20 22:03,35,F2299,2,3
407,16,1,13-08-20 23:35,5,F0000,1,2
407,128,1,16-08-20 23:38,25,F3398,1,5
407,130,2,28-08-20 21:38,21,F0000,3,2
407,134,1,20-08-20 21:52,15,F3445,1,2
407,135,1,23-08-20 21:20,21,F3711,1,4
407,136,1,28-08-20 21:38,25,F0000,4,3
407,146,1,19-08-20 21:07,85,F0000,5,5
407,151,2,19-08-20 21:07,12,F0000,4,3
407,151,2,28-08-20 21:38,12,F0000,1,3
407,151,10,19-08-20 21:07,12,F0000,3,3
407,154,1,21-08-20 21:36,22,F3030,1,4
407,154,1,29-08-20 21:22,22,F3175,1,2
407,154,2,17-08-20 22:03,22,F3249,1,3
407,155,1,15-08-20 23:59,27,F0000,1,2
407,155,1,22-08-20 21:26,27,F2225,1,3
407,155,1,25-08-20 21:36,27,H1098,1,1
407,161,2,17-08-20 22:03,12,F3249,2,2
407,161,4,18-08-20 21:19,12,F0000,1,5
407,164,1,19-08-20 21:07,81,F0000,2,4
407,164,1,24-08-20 21:16,81,F3111,1,1
407,164,1,28-08-20 21:38,81,F0000,2,4
407,166,1,19-08-20 21:07,85,F0000,1,4
407,167,2,27-08-20 22:03,10,F2299,3,2
407,169,1,22-08-20 21:26,25,F2225,2,4
407,169,1,27-08-20 22:03,25,F2299,1,3
408,16,1,16-08-20 0:00,5,F0000,1,4
408,107,1,27-08-20 22:03,10,F3876,2,3
408,124,1,28-08-20 21:38,25,F3786,1,5
408,128,1,16-08-20 23:38,25,F2794,1,3
408,128,1,26-08-20 21:28,25,F5641,1,4
408,128,2,13-08-20 23:35,25,F0000,1,4
408,130,1,19-08-20 21:07,21,F0000,1,3
408,130,1,22-08-20 21:27,21,F2700,1,4
408,130,1,23-08-20 21:21,21,F0000,1,4
408,134,1,20-08-20 21:52,15,F0000,1,3
408,146,1,24-08-20 21:16,85,F3155,1,5
408,151,2,24-08-20 21:16,12,F3155,3,2
408,154,1,25-08-20 21:36,22,F2057,1,4
408,154,1,26-08-20 21:28,22,F5641,2,2
408,154,2,18-08-20 21:19,22,F2620,1,4
408,155,1,17-08-20 22:04,27,F0000,1,3
408,155,1,21-08-20 21:36,27,F3239,2,3
408,155,1,25-08-20 21:36,27,F2057,2,2
408,156,1,24-08-20 21:16,30,F3155,2,4
408,159,1,18-08-20 21:19,20,F2620,2,1
408,161,3,21-08-20 21:36,12,F3239,1,3
408,161,3,27-08-20 22:03,12,F3876,1,1
408,169,1,29-08-20 21:22,25,F2100,1,5
409,16,1,13-08-20 23:35,5,F0000,3,5
409,18,1,22-08-20 21:27,55,F1458,1,5
409,19,1,21-08-20 21:36,20,F4782,4,3
409,128,1,13-08-20 23:35,25,F0000,2,4
409,128,1,16-08-20 0:01,25,F0000,1,5
409,128,1,21-08-20 21:36,25,F4782,2,5
409,130,1,16-08-20 23:38,21,F2496,1,3
409,130,1,20-08-20 21:52,21,F3662,1,2
409,134,1,20-08-20 21:52,15,F3662,2,2
409,135,1,22-08-20 21:27,21,F1458,2,1
409,139,1,21-08-20 21:36,21,F4782,1,1
409,140,1,17-08-20 22:04,26,F4816,4,4
409,148,1,18-08-20 21:20,90,F0000,2,4
409,151,2,18-08-20 21:20,12,F0000,1,2
409,151,3,28-08-20 21:38,12,F4177,1,2
409,151,4,24-08-20 21:16,12,F3794,1,2
409,154,1,23-08-20 21:21,22,F0000,1,3
409,155,1,16-08-20 0:01,27,F0000,2,3
409,155,2,23-08-20 21:21,27,F0000,2,3
409,158,1,17-08-20 22:04,14,F4816,1,5
409,158,1,17-08-20 22:04,14,F4816,2,2
409,159,1,13-08-20 23:35,20,F0000,1,1
409,161,1,25-08-20 21:36,12,H1099,1,4
409,163,2,17-08-20 22:04,20,F4816,3,2
409,164,1,19-08-20 21:07,81,F2345,1,2
409,164,1,26-08-20 21:28,81,F2552,1,3
409,164,1,27-08-20 22:03,81,F3461,1,4
409,164,1,28-08-20 21:38,81,F4177,2,4
409,169,1,21-08-20 21:36,25,F4782,3,3
410,25,1,22-08-20 21:27,10,F1274,2,1
410,26,1,22-08-20 21:27,5,F1274,3,5
410,123,2,22-08-20 21:27,8,F1274,1,5
410,128,1,13-08-20 23:35,25,F0000,1,3
410,128,1,21-08-20 21:37,25,F4771,1,5
410,128,1,24-08-20 21:16,25,F3732,1,5
410,128,3,17-08-20 22:05,25,F2325,1,1
410,134,1,16-08-20 0:01,15,F0000,1,1
410,140,1,23-08-20 21:21,26,F4554,1,2
410,146,1,16-08-20 23:38,85,F0000,1,5
410,146,2,25-08-20 21:36,85,F2375,2,5
410,148,1,18-08-20 21:20,90,F3588,1,5
410,151,1,16-08-20 23:38,12,F0000,2,1
410,151,2,28-08-20 21:38,12,F4102,1,4
410,151,4,26-08-20 21:28,12,F2193,1,2
410,151,5,25-08-20 21:36,12,F2375,1,1
410,154,1,16-08-20 0:01,22,F0000,2,2
410,154,1,18-08-20 21:20,22,F3588,2,2
410,154,1,20-08-20 21:52,22,F2075,1,1
410,154,1,27-08-20 22:03,22,F4208,1,5
410,161,1,29-08-20 21:23,12,F3408,2,5
410,163,1,19-08-20 21:08,20,F3568,1,5
410,164,1,25-08-20 21:36,81,F2375,3,1
410,164,1,28-08-20 21:38,81,F4102,2,5
410,170,1,26-08-20 21:28,20,F2193,2,5
410,171,1,29-08-20 21:23,20,F3408,1,2
411,12,1,13-08-20 23:35,30,F0000,1,5
411,15,1,16-08-20 23:39,35,F2060,1,1
411,15,1,17-08-20 22:05,35,F4297,2,5
411,128,1,13-08-20 23:35,25,F0000,2,5
411,128,2,17-08-20 22:05,25,F4297,1,3
411,129,1,22-08-20 21:28,16,F4185,1,1
411,132,1,20-08-20 21:52,21,F3646,1,2
411,135,1,26-08-20 21:28,21,F2091,2,3
411,138,1,25-08-20 21:37,22,F2613,1,4
411,139,1,28-08-20 21:39,21,F1292,1,1
411,146,1,18-08-20 21:21,85,F0000,1,3
411,146,1,21-08-20 21:37,85,F2733,1,5
411,151,1,21-08-20 21:37,12,F2733,2,2
411,151,3,24-08-20 21:16,12,F2209,1,2
411,151,4,18-08-20 21:21,12,F0000,2,1
411,151,4,19-08-20 21:08,12,F2193,1,1
411,154,1,29-08-20 21:23,22,F3359,1,3
411,155,1,17-08-20 22:05,27,F4297,3,2
411,155,1,23-08-20 21:21,27,F3833,1,1
411,155,1,28-08-20 21:39,27,F1292,2,3
411,156,1,27-08-20 22:04,30,F3831,1,3
411,157,1,26-08-20 21:28,32,F2091,1,2
411,159,1,18-08-20 21:21,20,F0000,3,3
411,160,2,16-08-20 0:01,25,F0000,1,1
412,16,1,13-08-20 23:36,5,F0000,2,5
412,124,1,27-08-20 22:04,25,F3238,1,3
412,128,1,13-08-20 23:36,25,F0000,1,3
412,128,1,17-08-20 22:05,25,F4226,1,4
412,128,1,20-08-20 21:53,25,F3892,1,4
412,128,1,24-08-20 21:17,25,F4628,1,3
412,128,1,26-08-20 21:28,25,F3831,1,5
412,133,1,19-08-20 21:08,21,F4689,1,1
412,146,1,22-08-20 21:28,85,F2250,1,5
412,148,2,21-08-20 21:37,90,F0000,1,4
412,151,2,16-08-20 23:39,12,F2173,1,1
412,151,2,22-08-20 21:28,12,F2250,2,2
412,154,1,19-08-20 21:08,22,F4689,2,3
412,154,1,20-08-20 21:53,22,F3892,2,4
412,154,1,21-08-20 21:37,22,F0000,2,3
412,154,1,23-08-20 21:21,22,F4674,1,1
412,154,1,24-08-20 21:17,22,F4628,2,5
412,154,1,26-08-20 21:28,22,F3831,2,3
412,155,1,25-08-20 21:37,27,F2232,1,5
412,156,1,16-08-20 0:01,30,F0000,1,5
412,156,1,16-08-20 23:39,30,F2173,2,5
412,156,1,28-08-20 21:39,30,F3265,1,4
412,161,1,18-08-20 21:21,12,F3874,1,5
412,163,1,17-08-20 22:05,20,F4226,2,1
412,167,1,27-08-20 22:04,10,F3238,2,4
412,169,1,22-08-20 21:28,25,F2250,3,4
412,169,1,28-08-20 21:39,25,F3265,2,2
412,169,1,29-08-20 21:23,25,H2019,1,1
412,170,1,25-08-20 21:37,20,F2232,2,4
413,12,1,18-08-20 21:22,30,F2243,1,4
413,16,2,16-08-20 0:02,5,F0000,1,4
413,124,1,29-08-20 21:23,25,F3765,1,4
413,128,1,20-08-20 21:54,25,F3694,1,5
413,128,1,26-08-20 21:29,25,F0000,1,4
413,128,2,13-08-20 23:36,25,F0000,1,5
413,130,1,19-08-20 21:08,21,F0000,1,4
413,133,1,16-08-20 23:39,21,F3087,1,1
413,140,1,23-08-20 21:22,26,F4386,1,1
413,140,1,26-08-20 21:29,26,F0000,2,1
413,151,2,17-08-20 22:05,12,F2733,1,3
413,151,2,21-08-20 21:37,12,F2090,1,1
413,151,3,27-08-20 22:04,12,F3516,2,1
413,154,1,16-08-20 23:39,22,F3087,2,4
413,154,1,24-08-20 21:17,22,F3732,1,4
413,154,1,27-08-20 22:04,22,F3516,1,2
413,154,1,29-08-20 21:23,22,F3765,2,3
413,155,1,25-08-20 21:37,27,F2273,1,4
413,156,1,25-08-20 21:37,30,F2273,2,4
413,157,1,13-08-20 23:36,32,F0000,2,3
413,157,1,25-08-20 21:37,32,F2273,3,5
413,159,1,17-08-20 22:05,20,F2733,2,1
413,159,1,18-08-20 21:22,20,F2243,2,5
413,161,1,26-08-20 21:29,12,F0000,3,4
413,161,1,28-08-20 21:39,12,F4547,1,3
413,170,1,22-08-20 21:28,20,F3610,1,4
414,12,1,16-08-20 23:39,30,F2494,1,5
414,12,1,24-08-20 21:17,30,F4522,2,2
414,16,1,13-08-20 23:36,5,F0000,1,2
414,107,1,29-08-20 21:23,10,F3556,2,2
414,123,1,20-08-20 21:55,8,F3349,1,1
414,124,1,27-08-20 22:04,25,F3579,1,5
414,124,1,28-08-20 21:40,25,F4362,1,5
414,128,1,23-08-20 21:23,25,F4805,1,5
414,128,1,24-08-20 21:17,25,F4522,1,4
414,128,2,20-08-20 21:55,25,F3349,2,3
414,128,2,22-08-20 21:29,25,F2945,4,5
414,129,2,22-08-20 21:29,16,F2945,3,2
414,138,1,25-08-20 21:37,22,F2524,1,2
414,139,1,22-08-20 21:29,21,F2945,6,1
414,140,1,17-08-20 22:06,26,F2405,1,1
414,140,1,29-08-20 21:23,26,F3556,1,2
414,148,1,22-08-20 21:29,90,F2945,1,4
414,148,2,18-08-20 21:22,90,F3600,1,4
414,151,3,18-08-20 21:22,12,F3600,2,1
414,154,1,23-08-20 21:23,22,F4805,2,4
414,154,1,29-08-20 21:23,22,F3556,3,3
414,154,2,19-08-20 21:08,22,F0000,1,3
414,154,2,22-08-20 21:29,22,F2945,5,1
414,155,1,20-08-20 21:55,27,F3349,3,2
414,155,1,21-08-20 21:37,27,F2636,1,1
414,155,1,22-08-20 21:29,27,F2945,2,2
414,156,1,24-08-20 21:17,30,F4522,3,4
414,157,1,21-08-20 21:37,32,F2636,2,5
414,159,1,16-08-20 0:02,20,F0000,2,2
414,159,1,26-08-20 21:29,20,F4374,1,4
414,162,1,18-08-20 21:22,18,F3600,3,3
414,163,3,16-08-20 0:02,20,F0000,1,1
415,12,1,16-08-20 23:39,30,F1405,1,2
415,14,1,22-08-20 21:29,10,F4507,1,4
415,124,1,25-08-20 21:37,25,F6725,1,4
415,128,1,16-08-20 0:02,25,F0000,1,4
415,129,1,28-08-20 21:40,16,F4591,1,3
415,130,1,17-08-20 22:06,21,F3461,2,4
415,130,1,27-08-20 22:04,21,F3399,1,5
415,134,2,17-08-20 22:06,15,F3461,1,2
415,140,1,21-08-20 21:38,26,F3239,2,2
415,148,1,23-08-20 21:23,90,F3721,1,5
415,148,1,24-08-20 21:17,90,F2458,1,4
415,151,4,13-08-20 23:36,12,F0000,1,2
415,154,1,18-08-20 21:22,22,F2586,1,5
415,154,1,29-08-20 21:23,22,F3740,1,3
415,154,2,21-08-20 21:38,22,F3239,1,2
415,155,1,16-08-20 23:39,27,F1405,2,4
415,155,1,20-08-20 21:55,27,F0000,1,2
415,155,1,27-08-20 22:04,27,F3399,2,1
415,157,1,21-08-20 21:38,32,F3239,3,2
415,157,2,18-08-20 21:22,32,F2586,2,4
415,159,1,26-08-20 21:29,20,F3818,2,1
415,164,1,13-08-20 23:36,85,F0000,2,2
415,167,1,29-08-20 21:23,10,F3740,2,3
415,169,1,19-08-20 21:09,25,F2711,1,3
415,169,1,28-08-20 21:40,25,F4591,2,5
415,170,1,26-08-20 21:29,20,F3818,1,3
416,12,1,13-08-20 23:37,30,F0000,1,1
416,12,1,16-08-20 23:39,30,F2686,5,4
416,12,1,27-08-20 22:04,30,F2411,2,4
416,124,1,27-08-20 22:04,25,F2411,1,5
416,128,1,16-08-20 0:03,25,F0000,1,4
416,128,1,17-08-20 22:07,25,F0000,1,5
416,128,1,21-08-20 21:38,25,F3412,1,3
416,128,2,16-08-20 23:39,25,F2686,1,5
416,130,1,17-08-20 22:07,21,F0000,2,5
416,139,1,21-08-20 21:38,21,F3412,2,1
416,140,1,16-08-20 23:39,26,F2686,2,2
416,148,1,18-08-20 21:22,90,F2788,1,5
416,148,1,23-08-20 21:23,90,F4702,1,5
416,148,1,24-08-20 21:17,90,F3732,1,5
416,151,1,28-08-20 21:40,12,F4208,1,1
416,151,2,22-08-20 21:29,12,H2168,1,1
416,151,5,25-08-20 21:38,12,F2665,1,3
416,154,1,16-08-20 0:03,22,F0000,2,4
416,154,1,16-08-20 23:39,22,F2686,3,3
416,154,1,17-08-20 22:07,22,F0000,3,4
416,154,1,20-08-20 21:55,22,F3439,1,3
416,154,1,27-08-20 22:04,22,F2411,3,4
416,154,1,28-08-20 21:40,22,F4208,2,4
416,155,1,16-08-20 23:39,27,F2686,4,3
416,155,1,23-08-20 21:23,27,F4702,2,2
416,156,1,21-08-20 21:38,30,F3412,3,5
416,156,1,26-08-20 21:29,30,F4802,1,5
416,159,1,29-08-20 21:23,20,F3176,1,4
416,167,2,19-08-20 21:09,10,F4048,2,3
416,169,1,27-08-20 22:04,25,F2411,5,2
416,170,1,19-08-20 21:09,20,F4048,1,1
416,170,1,27-08-20 22:04,20,F2411,4,4
417,16,1,13-08-20 23:37,5,F0000,2,3
417,25,1,25-08-20 21:38,10,F5662,2,3
417,74,1,19-08-20 21:09,25,F3568,1,2
417,124,1,25-08-20 21:38,25,F5662,1,4
417,124,1,27-08-20 22:04,25,F2577,1,3
417,128,1,13-08-20 23:37,25,F0000,1,4
417,128,1,16-08-20 23:40,25,F0000,1,3
417,128,1,20-08-20 21:55,25,F3292,2,3
417,128,1,24-08-20 21:17,25,F4710,1,4
417,130,1,18-08-20 21:22,21,F0000,1,4
417,130,8,21-08-20 21:38,21,F0000,1,5
417,131,1,20-08-20 21:55,21,F3292,1,2
417,135,1,18-08-20 21:22,21,F0000,2,5
417,135,1,21-08-20 21:38,21,F0000,3,1
417,135,2,21-08-20 21:38,21,F0000,2,2
417,154,1,16-08-20 23:40,22,F0000,2,5
417,154,1,28-08-20 21:40,22,F2985,1,4
417,155,1,26-08-20 21:29,27,F4663,1,2
417,156,1,22-08-20 21:29,30,F4715,2,4
417,156,1,23-08-20 21:23,30,F3825,1,5
417,156,1,25-08-20 21:38,30,F5662,3,4
417,156,1,29-08-20 21:23,30,F3510,1,3
417,159,1,20-08-20 21:55,20,F3292,3,4
417,159,1,20-08-20 21:55,20,F3292,4,2
417,161,1,16-08-20 0:03,12,F0000,1,3
417,161,2,22-08-20 21:29,12,F4715,1,4
417,161,3,17-08-20 22:07,12,F3672,1,5
417,169,1,27-08-20 22:04,25,F2577,2,3
418,12,1,18-08-20 21:23,30,F4899,1,5
418,12,1,25-08-20 21:38,30,F6331,1,4
418,12,1,27-08-20 22:04,30,F2055,1,3
418,15,1,21-08-20 21:39,35,F3383,2,2
418,15,1,29-08-20 21:24,35,F4308,2,2
418,21,1,18-08-20 21:23,30,F4899,2,2
418,74,1,22-08-20 21:29,25,F2042,1,3
418,124,1,19-08-20 21:09,25,F3884,2,3
418,124,1,27-08-20 22:04,25,F2055,2,4
418,128,1,16-08-20 0:03,25,F0000,1,3
418,128,1,26-08-20 21:29,25,F2511,1,5
418,131,1,20-08-20 21:55,21,F3349,1,1
418,139,1,13-08-20 23:38,21,F0000,1,2
418,146,1,24-08-20 21:18,85,F4804,1,4
418,148,1,23-08-20 21:23,90,F2733,1,5
418,151,3,24-08-20 21:18,12,F4804,2,1
418,154,1,16-08-20 0:03,22,F0000,2,5
418,154,1,16-08-20 23:40,22,F2910,1,5
418,154,1,18-08-20 21:23,22,F4899,3,5
418,154,1,24-08-20 21:18,22,F4804,3,4
418,154,1,25-08-20 21:38,22,F6331,2,1
418,154,1,28-08-20 21:41,22,F2345,1,5
418,154,3,29-08-20 21:24,22,F4308,1,4
418,155,1,17-08-20 22:07,27,F3489,1,1
418,156,1,19-08-20 21:09,30,F3884,1,2
418,161,2,22-08-20 21:29,12,F2042,2,3
418,163,1,21-08-20 21:39,20,F3383,1,1
418,163,2,23-08-20 21:23,20,F2733,2,4
419,14,1,25-08-20 21:38,10,F4191,2,5
419,16,1,13-08-20 23:38,5,F0000,5,5
419,26,2,25-08-20 21:38,5,F4191,1,2
419,128,1,13-08-20 23:38,25,F0000,1,5
419,128,1,21-08-20 21:39,25,F3219,1,3
419,128,2,17-08-20 22:07,25,F3148,1,4
419,130,1,23-08-20 21:24,21,F0000,1,4
