Consequent	Antecedent 	Support %	Confidence %
ItemName_MYCAN	hours_21 and StudentIDval_8	11.745	2.857
ItemName_Butter Chicken	hours_21 and StudentIDval_8	11.745	2.857
ItemName_BINOG CHIP @10	hours_21 and StudentIDval_8	11.745	2.857
ItemName_Tandury Chicken 1/2	hours_21 and StudentIDval_8	11.745	2.857
ItemName_Plain Maggi	hours_21 and StudentIDval_8	11.745	2.857
ItemName_SINGLE SCOOP	hours_21 and StudentIDval_8	11.745	2.857
ItemName_PEPSI 600ML	hours_21 and StudentIDval_8	11.745	2.857
ItemName_DEW MIX	hours_21 and StudentIDval_8	11.745	2.857
ItemName_Chese Toast	hours_21 and StudentIDval_8	11.745	2.857
ItemName_Butter Naan	hours_21 and StudentIDval_8	11.745	2.857
ItemName_Ice Cream Shake	hours_21 and StudentIDval_8	11.745	2.857
ItemName_Veg Rice	StudentIDval_8	61.074	2.747
ItemName_TROPICANA	StudentIDval_8	61.074	2.747
ItemName_Egg Rice	StudentIDval_8	61.074	2.747
ItemName_Plain Dosa	StudentIDval_8	61.074	2.747
ItemName_Pasta	StudentIDval_8	61.074	2.747
ItemName_Fried Maggi	StudentIDval_8	61.074	2.747
ItemName_KADHAI PANEER	StudentIDval_8	61.074	2.747
ItemName_Masala Dosa	StudentIDval_8	61.074	2.747
ItemName_CAKE SANDWICH	StudentIDval_8	61.074	2.747
ItemName_Butter Chicken	StudentIDval_8	61.074	2.747
ItemName_Tandury Chicken 1/2	StudentIDval_8	61.074	2.747
ItemName_Plain Maggi	StudentIDval_8	61.074	2.747
ItemName_SINGLE SCOOP	StudentIDval_8	61.074	2.747
ItemName_DEW MIX	StudentIDval_8	61.074	2.747
ItemName_Chese Toast	StudentIDval_8	61.074	2.747
ItemName_Butter Naan	StudentIDval_8	61.074	2.747
ItemName_Ice Cream Shake	StudentIDval_8	61.074	2.747
ItemName_Paneer Maggi	StudentIDval_8	61.074	2.198
ItemName_Onion Uttapam	StudentIDval_8	61.074	2.198
ItemName_DAIRY MILK@35	StudentIDval_8	61.074	2.198
ItemName_Mix Uttapam	StudentIDval_8	61.074	2.198
ItemName_SLICE TP	StudentIDval_8	61.074	2.198
ItemName_BIS JAM TREAT @15	StudentIDval_8	61.074	2.198
ItemName_TROPICANA APPLE	hours_24	16.443	2.041
ItemName_COKE CAN 300 ML	hours_24	16.443	2.041
ItemName_CHCO PIE	hours_24	16.443	2.041
ItemName_Paneer Franky	hours_24	16.443	2.041
ItemName_Paneer Maggi	hours_24	16.443	2.041
ItemName_BIS JAM TREAT @15	hours_24	16.443	2.041
ItemName_Veg Rice	hours_24	16.443	2.041
ItemName_TROPICANA	hours_24	16.443	2.041
ItemName_Egg Rice	hours_24	16.443	2.041
ItemName_Plain Dosa	hours_24	16.443	2.041
ItemName_Pasta	hours_24	16.443	2.041
ItemName_BHELPURI	hours_24	16.443	2.041
ItemName_SLICE 600ML	hours_24	16.443	2.041
ItemName_PULPY ORANGE	hours_24	16.443	2.041
ItemName_KADHAI PANEER	hours_24	16.443	2.041
ItemName_Masala Dosa	hours_24	16.443	2.041
ItemName_Pastry	hours_24	16.443	2.041
ItemName_PERK / DAIRY MILK	hours_24	16.443	2.041
ItemName_MYCAN	hours_24	16.443	2.041
ItemName_Butter Chicken	hours_24	16.443	2.041
ItemName_Tandury Chicken 1/2	hours_24	16.443	2.041
ItemName_FRANCH FRY	hours_22	18.792	1.786
ItemName_Paneer Franky	hours_22	18.792	1.786
ItemName_Paneer Maggi	hours_22	18.792	1.786
ItemName_Onion Uttapam	hours_22	18.792	1.786
ItemName_DAIRY MILK@35	hours_22	18.792	1.786
ItemName_Mix Uttapam	hours_22	18.792	1.786
ItemName_SLICE TP	hours_22	18.792	1.786
ItemName_BIS JAM TREAT @15	hours_22	18.792	1.786
ItemName_Veg Rice	hours_22	18.792	1.786
ItemName_TROPICANA	hours_22	18.792	1.786
ItemName_Egg Rice	hours_22	18.792	1.786
ItemName_Plain Dosa	hours_22	18.792	1.786
ItemName_Pasta	hours_22	18.792	1.786
ItemName_BHELPURI	hours_22	18.792	1.786
ItemName_Veg Petty	hours_22	18.792	1.786
ItemName_SLICE 600ML	hours_22	18.792	1.786
ItemName_Fried Maggi	hours_22	18.792	1.786
ItemName_PULPY ORANGE	hours_22	18.792	1.786
ItemName_KADHAI PANEER	hours_22	18.792	1.786
ItemName_Masala Dosa	hours_22	18.792	1.786
ItemName_CAKE SANDWICH	hours_22	18.792	1.786
ItemName_PERK / DAIRY MILK	hours_22	18.792	1.786
ItemName_MYCAN	hours_22	18.792	1.786
ItemName_Butter Chicken	hours_22	18.792	1.786
ItemName_BINOG CHIP @10	hours_22	18.792	1.786
ItemName_Tandury Chicken 1/2	hours_22	18.792	1.786
ItemName_Plain Maggi	hours_22	18.792	1.786
ItemName_COKE CAN 300 ML	hours_21	19.128	1.754
ItemName_CHILLI PANEER	hours_21	19.128	1.754
ItemName_CHCO PIE	hours_21	19.128	1.754
ItemName_Paneer Franky	hours_21	19.128	1.754
ItemName_Onion Uttapam	hours_21	19.128	1.754
ItemName_DAIRY MILK@35	hours_21	19.128	1.754
ItemName_Mix Uttapam	hours_21	19.128	1.754
ItemName_SLICE TP	hours_21	19.128	1.754
ItemName_BIS JAM TREAT @15	hours_21	19.128	1.754
ItemName_Veg Rice	hours_21	19.128	1.754
ItemName_TROPICANA	hours_21	19.128	1.754
ItemName_Egg Rice	hours_21	19.128	1.754
ItemName_Plain Dosa	hours_21	19.128	1.754
ItemName_Pasta	hours_21	19.128	1.754
ItemName_Chese Burger	hours_21	19.128	1.754
ItemName_BHELPURI	hours_21	19.128	1.754
ItemName_Veg Petty	hours_21	19.128	1.754
ItemName_SLICE 600ML	hours_21	19.128	1.754
ItemName_Fried Maggi	hours_21	19.128	1.754
ItemName_PULPY ORANGE	hours_21	19.128	1.754
ItemName_KADHAI PANEER	hours_21	19.128	1.754
ItemName_Masala Dosa	hours_21	19.128	1.754
ItemName_CAKE SANDWICH	hours_21	19.128	1.754
ItemName_Pastry	hours_21	19.128	1.754
ItemName_PERK / DAIRY MILK	hours_21	19.128	1.754
ItemName_MYCAN	hours_21	19.128	1.754
ItemName_Butter Chicken	hours_21	19.128	1.754
ItemName_BINOG CHIP @10	hours_21	19.128	1.754
ItemName_Tandury Chicken 1/2	hours_21	19.128	1.754
ItemName_Plain Maggi	hours_21	19.128	1.754
ItemName_JUMPIN MANGO	hours_23	19.463	1.724
ItemName_CHILLI PANEER	hours_20	19.463	1.724
ItemName_Paneer Franky	hours_23	19.463	1.724
ItemName_Paneer Maggi	hours_23	19.463	1.724
ItemName_Paneer Maggi	hours_20	19.463	1.724
ItemName_Onion Uttapam	hours_23	19.463	1.724
ItemName_Onion Uttapam	hours_20	19.463	1.724
ItemName_DAIRY MILK@35	hours_23	19.463	1.724
ItemName_DAIRY MILK@35	hours_20	19.463	1.724
ItemName_Mix Uttapam	hours_23	19.463	1.724
ItemName_Mix Uttapam	hours_20	19.463	1.724
ItemName_SLICE TP	hours_23	19.463	1.724
ItemName_BIS JAM TREAT @15	hours_23	19.463	1.724
ItemName_Veg Rice	hours_23	19.463	1.724
ItemName_Veg Rice	hours_20	19.463	1.724
ItemName_TROPICANA	hours_23	19.463	1.724
ItemName_TROPICANA	hours_20	19.463	1.724
ItemName_Egg Rice	hours_23	19.463	1.724
ItemName_Egg Rice	hours_20	19.463	1.724
ItemName_Plain Dosa	hours_23	19.463	1.724
ItemName_Plain Dosa	hours_20	19.463	1.724
ItemName_Pasta	hours_20	19.463	1.724
ItemName_Chese Burger	hours_20	19.463	1.724
ItemName_BHELPURI	hours_23	19.463	1.724
ItemName_BHELPURI	hours_20	19.463	1.724
ItemName_Veg Petty	hours_20	19.463	1.724
ItemName_SLICE 600ML	hours_23	19.463	1.724
ItemName_SLICE 600ML	hours_20	19.463	1.724
ItemName_Fried Maggi	hours_23	19.463	1.724
ItemName_Fried Maggi	hours_20	19.463	1.724
ItemName_PULPY ORANGE	hours_23	19.463	1.724
ItemName_PULPY ORANGE	hours_20	19.463	1.724
ItemName_KADHAI PANEER	hours_23	19.463	1.724
ItemName_Masala Dosa	hours_23	19.463	1.724
ItemName_CAKE SANDWICH	hours_23	19.463	1.724
ItemName_CAKE SANDWICH	hours_20	19.463	1.724
ItemName_Pastry	hours_23	19.463	1.724
ItemName_Pastry	hours_20	19.463	1.724
ItemName_PERK / DAIRY MILK	hours_23	19.463	1.724
ItemName_PERK / DAIRY MILK	hours_20	19.463	1.724
ItemName_MYCAN	hours_23	19.463	1.724
ItemName_MYCAN	hours_20	19.463	1.724
ItemName_Butter Chicken	hours_23	19.463	1.724
ItemName_BINOG CHIP @10	hours_20	19.463	1.724
ItemName_Tandury Chicken 1/2	hours_23	19.463	1.724
ItemName_Plain Maggi	hours_20	19.463	1.724
ItemName_SINGLE SCOOP	hours_23	19.463	1.724
ItemName_DEW MIX	hours_20	19.463	1.724
ItemName_Paneer Franky	StudentIDval_8	61.074	1.648
ItemName_Chese Burger	StudentIDval_8	61.074	1.648
