Consequent	Antecedent 	Support %	Confidence %
ItemName_Pastry	StudentIDval_1	8.346	1.786
ItemName_Fried Maggi	StudentIDval_1	8.346	1.786
ItemName_Fried Maggi	hours_20	16.692	1.786
ItemName_Chicken Rice	StudentIDval_2	8.346	1.786
ItemName_Chicken Rice	hours_20	16.692	1.786
ItemName_SNICKERS SNACK 	StudentIDval_2	8.346	1.786
ItemName_KADHAI PANEER	StudentIDval_2	8.346	1.786
ItemName_BINOG CHIP @20	StudentIDval_1	8.346	1.786
ItemName_Pasta	StudentIDval_2	8.346	1.786
ItemName_Butter Chicken	StudentIDval_2	8.346	1.786
ItemName_PEPSI 600ML	hours_20	16.692	1.786
ItemName_Plain Maggi	hours_20	16.692	1.786
ItemName_Chese Burger	hours_24	17.437	1.709
ItemName_Veg Rice	hours_24	17.437	1.709
ItemName_CHCO PIE	hours_24	17.437	1.709
ItemName_REAL 	hours_24	17.437	1.709
ItemName_Chicken Rice	hours_24	17.437	1.709
ItemName_Chese Burger	StudentIDval_5	8.793	1.695
ItemName_SINGLE SCOOP	StudentIDval_5	8.793	1.695
ItemName_CHI.PASTA	StudentIDval_5	8.793	1.695
ItemName_Veg Rice	StudentIDval_5	8.793	1.695
ItemName_REAL 	StudentIDval_5	8.793	1.695
ItemName_KADHAI PANEER	StudentIDval_5	8.793	1.695
ItemName_BINOG CHIP @20	StudentIDval_5	8.793	1.695
ItemName_BINOG CHIP @10	StudentIDval_5	8.793	1.695
ItemName_MYCAN	hours_23	18.033	1.653
ItemName_MAZZA PET 600 ML	hours_23	18.033	1.653
ItemName_SNICKERS SNACK 	hours_23	18.033	1.653
ItemName_Butter Chicken	hours_23	18.033	1.653
ItemName_Onion Masala Dosa	StudentIDval_8	45.604	1.634
ItemName_5STAR	StudentIDval_8	45.604	1.634
ItemName_Egg Rice	StudentIDval_8	45.604	1.634
ItemName_SINGLE SCOOP	StudentIDval_8	45.604	1.634
ItemName_Fried Maggi	StudentIDval_8	45.604	1.634
