Consequent	Antecedent 	Support %	Confidence %
ItemName_Veg Rice	hours_22 and StudentIDval_8	6.91	2.778
ItemName_MAZZA PET 600 ML	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Pasta	hours_22 and StudentIDval_8	6.91	2.778
ItemName_CAKE SANDWICH	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Chicken Rice	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Fried Maggi	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Plain Dosa	hours_22 and StudentIDval_8	6.91	2.778
ItemName_CHCO PIE	hours_22 and StudentIDval_8	6.91	2.778
ItemName_KADHAI PANEER	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Paneer Franky	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Chese Burger	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Samosa	hours_22 and StudentIDval_8	6.91	2.778
ItemName_PULPY ORANGE	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Butter Chicken	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Masala Dosa	hours_22 and StudentIDval_8	6.91	2.778
ItemName_BINOG CHIP @10	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Plain Maggi	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Chicken Sandwich	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Ice Cream Shake	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Chese Toast	hours_22 and StudentIDval_8	6.91	2.778
ItemName_COKE MIX 600 ML	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Butter Naan	hours_22 and StudentIDval_8	6.91	2.778
ItemName_TANDOORI FULL	hours_20 and StudentIDval_8	7.102	2.703
ItemName_REAL 	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Mix Uttapam	hours_20 and StudentIDval_8	7.102	2.703
ItemName_CHILLI PANEER	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Paneer Maggi	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Onion Masala Dosa	hours_20 and StudentIDval_8	7.102	2.703
ItemName_CHI SOOP	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Tandury Chicken 1/2	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Onion Uttapam	hours_20 and StudentIDval_8	7.102	2.703
ItemName_CHI.PASTA	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Egg Rice	hours_20 and StudentIDval_8	7.102	2.703
ItemName_COKE CAN	hours_20 and StudentIDval_8	7.102	2.703
ItemName_CHILLY CHICKEN 	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Veg Rice	hours_20 and StudentIDval_8	7.102	2.703
ItemName_MAZZA PET 600 ML	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Pasta	hours_20 and StudentIDval_8	7.102	2.703
ItemName_CAKE SANDWICH	hours_20 and StudentIDval_8	7.102	2.703
ItemName_SAMOSA CHAT	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Pastry	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Chicken Rice	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Fried Maggi	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Plain Dosa	hours_20 and StudentIDval_8	7.102	2.703
ItemName_CHCO PIE	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Veg Petty	hours_20 and StudentIDval_8	7.102	2.703
ItemName_KADHAI PANEER	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Chese Burger	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Samosa	hours_20 and StudentIDval_8	7.102	2.703
ItemName_PULPY ORANGE	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Butter Chicken	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Masala Dosa	hours_20 and StudentIDval_8	7.102	2.703
ItemName_BINOG CHIP @10	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Plain Maggi	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Chicken Sandwich	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Ice Cream Shake	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Chese Toast	hours_20 and StudentIDval_8	7.102	2.703
ItemName_COKE MIX 600 ML	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Butter Naan	hours_20 and StudentIDval_8	7.102	2.703
ItemName_Chicken Rice	hours_21	14.779	2.597
ItemName_Plain Dosa	hours_21	14.779	2.597
ItemName_KADHAI PANEER	hours_21	14.779	2.597
ItemName_Masala Dosa	hours_21	14.779	2.597
ItemName_BINOG CHIP @10	hours_21	14.779	2.597
ItemName_Plain Maggi	hours_21	14.779	2.597
ItemName_Egg Rice	StudentIDval_8	37.428	2.564
ItemName_COKE CAN	StudentIDval_8	37.428	2.564
ItemName_Fried Maggi	StudentIDval_8	37.428	2.564
ItemName_PULPY ORANGE	StudentIDval_8	37.428	2.564
ItemName_Ice Cream Shake	StudentIDval_8	37.428	2.564
ItemName_Tandury Chicken 1/2	hours_20	15.931	2.41
ItemName_CHILLY CHICKEN 	hours_20	15.931	2.41
ItemName_CAKE SANDWICH	hours_20	15.931	2.41
ItemName_Chicken Rice	hours_20	15.931	2.41
ItemName_Plain Dosa	hours_20	15.931	2.41
ItemName_Chese Burger	hours_20	15.931	2.41
ItemName_BINOG CHIP @10	hours_20	15.931	2.41
ItemName_Plain Maggi	hours_20	15.931	2.41
ItemName_SAMOSA CHAT	StudentIDval_3	8.061	2.381
ItemName_Pastry	StudentIDval_3	8.061	2.381
ItemName_Veg Petty	StudentIDval_3	8.061	2.381
ItemName_KADHAI PANEER	StudentIDval_3	8.061	2.381
ItemName_Samosa	StudentIDval_3	8.061	2.381
ItemName_Butter Chicken	StudentIDval_3	8.061	2.381
ItemName_Masala Dosa	StudentIDval_3	8.061	2.381
ItemName_DAIRY MILK@35	StudentIDval_4	8.253	2.326
ItemName_CAKE SANDWICH	StudentIDval_2	8.253	2.326
ItemName_SAMOSA CHAT	StudentIDval_2	8.253	2.326
ItemName_SAMOSA CHAT	StudentIDval_4	8.253	2.326
ItemName_Pastry	StudentIDval_2	8.253	2.326
ItemName_Pastry	StudentIDval_4	8.253	2.326
ItemName_CHCO PIE	StudentIDval_4	8.253	2.326
ItemName_Veg Petty	StudentIDval_2	8.253	2.326
ItemName_Veg Petty	StudentIDval_4	8.253	2.326
ItemName_Chese Burger	StudentIDval_4	8.253	2.326
ItemName_Samosa	StudentIDval_2	8.253	2.326
ItemName_Butter Chicken	StudentIDval_2	8.253	2.326
ItemName_Butter Chicken	StudentIDval_4	8.253	2.326
ItemName_Masala Dosa	StudentIDval_4	8.253	2.326
ItemName_DAIRY MILK@35	hours_24	16.891	2.273
ItemName_Plain Dosa	hours_24	16.891	2.273
ItemName_Onion Uttapam	StudentIDval_8	37.428	2.051
ItemName_CHI.PASTA	StudentIDval_8	37.428	2.051
ItemName_CHILLY CHICKEN 	StudentIDval_8	37.428	2.051
ItemName_SAMOSA CHAT	StudentIDval_8	37.428	2.051
ItemName_Veg Petty	StudentIDval_8	37.428	2.051
ItemName_Chese Burger	StudentIDval_8	37.428	2.051
ItemName_SNICKERS SNACK 	StudentIDval_6	9.597	2.0
ItemName_Pastry	StudentIDval_6	9.597	2.0
ItemName_Paneer Franky	StudentIDval_6	9.597	2.0
ItemName_CHILLY CHICKEN 	hours_22	19.386	1.98
ItemName_Chicken Rice	hours_23	19.386	1.98
ItemName_Plain Dosa	hours_23	19.386	1.98
ItemName_KADHAI PANEER	hours_22	19.386	1.98
ItemName_Butter Chicken	hours_22	19.386	1.98
ItemName_CHILLY CHICKEN 	StudentIDval_5	10.557	1.818
ItemName_SAMOSA CHAT	StudentIDval_5	10.557	1.818
ItemName_Pastry	StudentIDval_5	10.557	1.818
ItemName_Veg Petty	StudentIDval_5	10.557	1.818
ItemName_KADHAI PANEER	StudentIDval_5	10.557	1.818
ItemName_Paneer Franky	StudentIDval_5	10.557	1.818
ItemName_Chese Burger	StudentIDval_5	10.557	1.818
ItemName_SAMOSA CHAT	StudentIDval_1	11.132	1.724
ItemName_Pastry	StudentIDval_1	11.132	1.724
ItemName_Chicken Rice	StudentIDval_1	11.132	1.724
ItemName_CHCO PIE	StudentIDval_1	11.132	1.724
ItemName_Veg Petty	StudentIDval_1	11.132	1.724
ItemName_KADHAI PANEER	StudentIDval_1	11.132	1.724
ItemName_CHI SOOP	StudentIDval_8	37.428	1.538
ItemName_BOURNVILLE	StudentIDval_8	37.428	1.538
ItemName_BINOG CHIP @20	StudentIDval_8	37.428	1.538
