Consequent	Antecedent 	Support %	Confidence %
ItemName_BIS GD CASHEW @10	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Paneer Maggi	hours_22 and StudentIDval_8	6.91	2.778
ItemName_DAIRY MILK SILKY	hours_22 and StudentIDval_8	6.91	2.778
ItemName_SNICKERS SNACK 	hours_22 and StudentIDval_8	6.91	2.778
ItemName_CHI SOOP	hours_22 and StudentIDval_8	6.91	2.778
ItemName_BOURNVILLE	hours_22 and StudentIDval_8	6.91	2.778
ItemName_BINOG CHIP @20	hours_22 and StudentIDval_8	6.91	2.778
ItemName_Egg Rice	hours_22 and StudentIDval_8	6.91	2.778
ItemName_COKE CAN	hours_22 and StudentIDval_8	6.91	2.778
ItemName_CHILLY CHICKEN 	hours_22 and StudentIDval_8	6.91	2.778
